Human;BioWordVec_extrinsic None;BioWordVec_extrinsic Default;BioWordVec_extrinsic BIOSSES;BioWordVec_extrinsic Blagec;BioWordVec_intrinsic None;BioWordVec_intrinsic Default;BioWordVec_intrinsic BIOSSES;BioWordVec_intrinsic Blagec;bioc_skipgram_defaultchar None;bioc_skipgram_defaultchar Default;bioc_skipgram_defaultchar BIOSSES;bioc_skipgram_defaultchar Blagec;bioc_skipgram_Nonechar200dim None;bioc_skipgram_Nonechar200dim Default;bioc_skipgram_Nonechar200dim BIOSSES;bioc_skipgram_Nonechar200dim Blagec;stanf_skipgram_defaultchar200dim None;stanf_skipgram_defaultchar200dim Default;stanf_skipgram_defaultchar200dim BIOSSES;stanf_skipgram_defaultchar200dim Blagec;BioNLP2016_PubMed-shuffle-win-2 None;BioNLP2016_PubMed-shuffle-win-2 Default;BioNLP2016_PubMed-shuffle-win-2 BIOSSES;BioNLP2016_PubMed-shuffle-win-2 Blagec;BioNLP2016_PubMed-shuffle-win-30 None;BioNLP2016_PubMed-shuffle-win-30 Default;BioNLP2016_PubMed-shuffle-win-30 BIOSSES;BioNLP2016_PubMed-shuffle-win-30 Blagec
2.6666666666666665;0.8928600187231065;0.8954031133493661;0.9328648141438791;0.9328648141438791;0.9326767809400648;0.9315822746298438;0.955485932456258;0.955485932456258;0.904412326644102;0.9360152871153123;0.9482854444059527;0.9482854444059527;0.9406074348148262;0.9438257970504678;0.9601991795725094;0.9601991795725094;0.9117054905381229;0.9427331602426254;0.9552802616701247;0.9552802616701247;0.8758484188924923;0.8568614336124138;0.9087032854287657;0.9087032854287657;0.8983179317933678;0.8852011342712097;0.9171021203482802;0.9171021203482802
1.3333333333333333;0.8549457726553039;0.8753654178191341;0.9161890292092659;0.9161890292092659;0.8963053633215562;0.9128578333535863;0.9427168733609546;0.9427168733609546;0.896948207461426;0.9050089990561451;0.9361548484038229;0.9361548484038229;0.9025666898344198;0.9136155667491331;0.9479312637049955;0.9479312637049955;0.8994850043630563;0.9128249554378393;0.9447402102136587;0.9447402102136587;0.7790558788173535;0.7675486810311711;0.8591863168287708;0.8591863168287708;0.7974171569746921;0.7849580027394374;0.871340746296223;0.871340746296223
4.0;0.9213450492353734;0.9255836057751111;0.9518503015696144;0.9518503015696144;0.9464709032307308;0.9492709882760415;0.9704049129086684;0.9704049129086684;0.9426128246108474;0.9426292841613289;0.9638932258915957;0.9638932258915957;0.9501633063218125;0.9560422545534178;0.973402983785792;0.973402983785792;0.9523727203500009;0.9534085285554746;0.9705761719682889;0.9705761719682889;0.8744633079004617;0.8712173665749008;0.9222538316669052;0.9222538316669052;0.9031481106494652;0.8965266159054539;0.9407327391509107;0.9407327391509107
2.6666666666666665;0.9112221497806813;0.9062960599124683;0.9355139140358658;0.9355139140358658;0.9257645317673897;0.9259627899286518;0.9551731253691089;0.9551731253691089;0.8149444518582258;0.9173061725006393;0.9428303347256352;0.9428303347256352;0.9314649837190468;0.935673253149915;0.9601915121428898;0.9601915121428898;0.8542165690089922;0.933455029305041;0.9548417782447988;0.9548417782447988;0.8554682684438771;0.8497877895699874;0.8949641176125801;0.8949641176125801;0.8856013610208798;0.8775349301933271;0.9164954437590461;0.9164954437590461
2.6666666666666665;0.8908652320432124;0.8856263545395877;0.9296425677467807;0.9296425677467807;0.9213881013812927;0.9189692755597242;0.9534976992075599;0.9534976992075599;0.8050419144775521;0.8885351549865645;0.9355790231522191;0.9355790231522191;0.9243802317587517;0.9232690538714946;0.9568471264953381;0.9568471264953381;0.8298265015207021;0.9077219508692345;0.9474487011062231;0.9474487011062231;0.8528596292001073;0.8453739764204504;0.898937767118894;0.898937767118894;0.8762642710230164;0.8688013713151698;0.9162023849231764;0.9162023849231764
1.6666666666666667;0.776326074814313;0.7697477829267998;0.8894198155559969;0.8894198155559969;0.8274530662526198;0.8235245351414987;0.9179681977501446;0.9179681977501446;0.8096210172472913;0.7984519127478892;0.9003686761638688;0.9003686761638688;0.8375954312405274;0.841511276758917;0.9262480693526766;0.9262480693526766;0.8371170055151818;0.8290709458217889;0.9166276564642268;0.9166276564642268;0.7551172023251815;0.7450305954684869;0.886895061903984;0.886895061903984;0.7233422686776365;0.7211490965448124;0.8818554592798717;0.8818554592798717
2.3333333333333335;0.8518996560537792;0.8518996560537792;0.9284723307397544;0.9284723307397544;0.8861907395279953;0.8861907395279953;0.9578940962328976;0.9578940962328976;0.8894142863926128;0.8894142863926128;0.9497826696807016;0.9497826696807016;0.9104337544459611;0.9104337544459611;0.96517938654651;0.96517938654651;0.9068588298830947;0.9068588298830947;0.9586247411253604;0.9586247411253604;0.8238568406850278;0.8238568406850278;0.8903484162184694;0.8903484162184694;0.8686335444728861;0.8686335444728861;0.9317285999320518;0.9317285999320518
1.0;0.8052991842100473;0.799423356297643;0.8952253100865657;0.8952253100865657;0.8481728072623372;0.8417565522995736;0.9196032874310659;0.9196032874310659;0.6698668146074105;0.7742202559839545;0.8702919088234707;0.8702919088234707;0.8118921727895323;0.8197037545623731;0.9055182627833369;0.9055182627833369;0.6790961088481188;0.790489045047157;0.88548980880791;0.88548980880791;0.777568493378046;0.772587255178809;0.8799043472387044;0.8799043472387044;0.8158682098094102;0.8189335919014626;0.8943095698094188;0.8943095698094188
1.6666666666666667;0.9002166726820551;0.8824356580871923;0.9395228944864125;0.9395228944864125;0.9132366302764692;0.9026451002147068;0.9509898657290896;0.9509898657290896;0.8878168109635872;0.8878168109635872;0.9498345004656462;0.9498345004656462;0.9278465720707479;0.9129217164663483;0.9618445568502277;0.9618445568502277;0.8903620538175407;0.8903620538175407;0.9498584012452418;0.9498584012452418;0.8551081693492764;0.8551081693492764;0.9142671158860142;0.9142671158860142;0.8550081125935955;0.8550081125935955;0.9156212214612154;0.9156212214612154
3.0;0.9012590618978281;0.8956169274133878;0.9422141636830488;0.9422141636830488;0.9257601096387991;0.9225841940984071;0.9596187626611642;0.9596187626611642;0.8221348361806744;0.9079497901302814;0.9456092725336852;0.9456092725336852;0.9289596619108401;0.927984740364142;0.9625149592013634;0.9625149592013634;0.8515125093157145;0.9188308028494384;0.9567890034789918;0.9567890034789918;0.8007436476328644;0.7875455584997361;0.8743013018901332;0.8743013018901332;0.8202824646042599;0.7905870438299121;0.883108167023697;0.883108167023697
