Human;BioWordVec_extrinsic None;BioWordVec_extrinsic Default;BioWordVec_extrinsic BIOSSES;BioWordVec_extrinsic Blagec;BioWordVec_intrinsic None;BioWordVec_intrinsic Default;BioWordVec_intrinsic BIOSSES;BioWordVec_intrinsic Blagec;bioc_skipgram_defaultchar None;bioc_skipgram_defaultchar Default;bioc_skipgram_defaultchar BIOSSES;bioc_skipgram_defaultchar Blagec;bioc_skipgram_Nonechar200dim None;bioc_skipgram_Nonechar200dim Default;bioc_skipgram_Nonechar200dim BIOSSES;bioc_skipgram_Nonechar200dim Blagec;stanf_skipgram_defaultchar200dim None;stanf_skipgram_defaultchar200dim Default;stanf_skipgram_defaultchar200dim BIOSSES;stanf_skipgram_defaultchar200dim Blagec;BioNLP2016_PubMed-shuffle-win-2 None;BioNLP2016_PubMed-shuffle-win-2 Default;BioNLP2016_PubMed-shuffle-win-2 BIOSSES;BioNLP2016_PubMed-shuffle-win-2 Blagec;BioNLP2016_PubMed-shuffle-win-30 None;BioNLP2016_PubMed-shuffle-win-30 Default;BioNLP2016_PubMed-shuffle-win-30 BIOSSES;BioNLP2016_PubMed-shuffle-win-30 Blagec
3.5;0.9794378874275458;0.9914418963063176;0.9839406030273024;0.9839406030273024;0.9857154935226576;0.9942249304531379;0.9872771200957379;0.9872771200957379;0.9934795321557469;0.9934795321557469;0.9870619968465277;0.9870619968465277;0.9868909614741547;0.9953966251655493;0.989517987186333;0.989517987186333;0.9949157153388555;0.9949157153388555;0.9882980477908905;0.9882980477908905;0.9838990609265793;0.9835858397076128;0.9862446768768951;0.9862446768768951;0.9784052601269378;0.9861711582307245;0.982160273449509;0.982160273449509
2.5;0.966034506880483;0.966034506880483;0.9621745379902209;0.9621745379902209;0.9746334922160429;0.9746334922160429;0.971883201536337;0.971883201536337;0.9709956852807671;0.9709956852807671;0.9674034213526823;0.9674034213526823;0.9779689610224032;0.9779689610224032;0.9754807055438193;0.9754807055438193;0.9767502313976336;0.9767502313976336;0.9744342578817282;0.9744342578817282;0.9618705804378685;0.9618705804378685;0.9545715003086238;0.9545715003086238;0.960418734383024;0.960418734383024;0.9575925350675726;0.9575925350675726
3.45;0.970837700487206;0.970837700487206;0.9815728293435808;0.9815728293435808;0.9800892692040465;0.9800892692040465;0.9880742074963252;0.9880742074963252;0.9754990860424549;0.9754990860424549;0.9855632325658155;0.9855632325658155;0.9842163909351779;0.9842163909351779;0.9909279872648961;0.9909279872648961;0.9810276663566645;0.9810276663566645;0.9885001994721347;0.9885001994721347;0.9576881989559919;0.9576881989559919;0.9648965523946291;0.9648965523946291;0.9607751311872922;0.9607751311872922;0.9730612601523378;0.9730612601523378
4.0;0.9863363349543478;0.9859366499545017;0.9916514502241852;0.9916514502241852;0.9893788561432815;0.9891149372026834;0.9936996743028526;0.9936996743028526;0.9872540448015207;0.9872540448015207;0.9923219489904328;0.9923219489904328;0.9907737071325293;0.9905304589325952;0.994546400987665;0.994546400987665;0.9893445071498177;0.9893445071498177;0.9937473928908402;0.9937473928908402;0.9832715513674154;0.9829733904391085;0.9886954640648971;0.9886954640648971;0.9800294232903817;0.97978833528858;0.9870838875693171;0.9870838875693171
3.0;0.9018398994165554;0.9045898935842455;0.9519472532788936;0.9519472532788936;0.9218307360469904;0.9214955281583381;0.9635901374614008;0.9635901374614008;0.8807655335521015;0.9197462032794537;0.9329135095544732;0.9329135095544732;0.9231740134419804;0.9331370026276313;0.9650733090606584;0.9650733090606584;0.9057431879116024;0.937889760482019;0.9479844838109904;0.9479844838109904;0.8797388689799749;0.8849123304584389;0.9288787356844863;0.9288787356844863;0.8859347602775347;0.8928343603763218;0.9360697437095868;0.9360697437095868
2.0;0.889793221843041;0.889793221843041;0.9240074826149691;0.9240074826149691;0.9089501555817571;0.9089501555817571;0.9411895707742258;0.9411895707742258;0.8943829432630603;0.8943829432630603;0.9295641180833997;0.9295641180833997;0.9128225371622355;0.9128225371622355;0.9436850029946615;0.9436850029946615;0.9113982643880211;0.9113982643880211;0.9431649308567077;0.9431649308567077;0.8569576692064703;0.8569576692064703;0.8959072442408512;0.8959072442408512;0.8718936440508332;0.8718936440508332;0.902225612655367;0.902225612655367
2.5;0.9667452157976422;0.967261092029309;0.9834191025944734;0.9834191025944734;0.9758959894362557;0.9760217694421474;0.9880535101533444;0.9880535101533444;0.9718064749911444;0.9718064749911444;0.9856670413374278;0.9856670413374278;0.9790382279612337;0.9794215599707267;0.9895098506214696;0.9895098506214696;0.9773268015242199;0.9773268015242199;0.9886377553685679;0.9886377553685679;0.9624570809195552;0.9625914388250701;0.9792770495671917;0.9792770495671917;0.9608012978497866;0.9614916414555078;0.9785413722408847;0.9785413722408847
3.0;0.9414596587271085;0.9414596587271085;0.9444165727485196;0.9444165727485196;0.955125674747417;0.955125674747417;0.9577274333728417;0.9577274333728417;0.950010647077401;0.950010647077401;0.9539633954734867;0.9539633954734867;0.9575365529772304;0.9575365529772304;0.9613213241792435;0.9613213241792435;0.9489446931154099;0.9489446931154099;0.9544421578021842;0.9544421578021842;0.9252613902760926;0.9252613902760926;0.9255261500610087;0.9255261500610087;0.9271152784807692;0.9271152784807692;0.9308060123199294;0.9308060123199294
0.0;0.7655549485254375;0.7655549485254375;0.9168586894966927;0.9168586894966927;0.817556379666475;0.817556379666475;0.9408406150148314;0.9408406150148314;0.7518361468834928;0.7518361468834928;0.9166389413076609;0.9166389413076609;0.813061659928149;0.813061659928149;0.9422428633265831;0.9422428633265831;0.7998295331962775;0.7998295331962775;0.9350486822265246;0.9350486822265246;0.6625064770083727;0.6625064770083727;0.8737615513685929;0.8737615513685929;0.696795248548284;0.696795248548284;0.8795096307006843;0.8795096307006843
2.5;0.8664614624273418;0.8664614624273418;0.8810096202806795;0.8810096202806795;0.8737390145386297;0.8737390145386297;0.8887442335606246;0.8887442335606246;0.8804170189690401;0.8804170189690401;0.8914827480689018;0.8914827480689018;0.8997975173347527;0.8997975173347527;0.9115152561423416;0.9115152561423416;0.8987370556999031;0.8987370556999031;0.909291653972496;0.909291653972496;0.870618630717522;0.870618630717522;0.8826099316533016;0.8826099316533016;0.8316437366045955;0.8316437366045955;0.8449723891048015;0.8449723891048015
3.0;0.9755474263486144;0.9755474263486144;0.9863875924834393;0.9863875924834393;0.9814032331888701;0.9814032331888701;0.9899131242075355;0.9899131242075355;0.9797332188059428;0.9797332188059428;0.9886734919318275;0.9886734919318275;0.9830136430829539;0.9830136430829539;0.9910559718854648;0.9910559718854648;0.9824308556443798;0.9824308556443798;0.9903360935454539;0.9903360935454539;0.9773900647096452;0.9773900647096452;0.9865953863380745;0.9865953863380745;0.974786386932133;0.974786386932133;0.9844984577763379;0.9844984577763379
0.5;0.8205469248333516;0.8205469248333516;0.9406785222644277;0.9406785222644277;0.8633052915771473;0.8633052915771473;0.9566250411289299;0.9566250411289299;0.7216040546209956;0.8473947580390649;0.8938682901467472;0.8938682901467472;0.8756087878046541;0.8760507585190962;0.9614540660752797;0.9614540660752797;0.7546147231551437;0.8663945656599612;0.9084639291661175;0.9084639291661175;0.7530834971797566;0.7559621554027486;0.8958106359734302;0.8958106359734302;0.785354085839013;0.7843815777695524;0.9095747965558018;0.9095747965558018
3.0;0.9481682850113247;0.9481682850113247;0.9721104881562613;0.9721104881562613;0.9563367953384136;0.9563367953384136;0.9784233687014776;0.9784233687014776;0.9492027007282149;0.9492027007282149;0.9726360774339984;0.9726360774339984;0.9630960217924742;0.9630960217924742;0.9819875876019172;0.9819875876019172;0.960057833797985;0.960057833797985;0.9796921123366579;0.9796921123366579;0.9372352112916844;0.9372352112916844;0.9602126365667008;0.9602126365667008;0.9360448883777811;0.9360448883777811;0.9609923042201992;0.9609923042201992
4.1;0.9817384798741182;0.9817384798741182;0.9904519754864877;0.9904519754864877;0.9844632674945133;0.9844632674945133;0.9921533433679197;0.9921533433679197;0.9777322401566632;0.9777322401566632;0.9867688566280276;0.9867688566280276;0.9814342163960492;0.9814342163960492;0.9911433180977618;0.9911433180977618;0.9822086854744893;0.9822086854744893;0.9899286739682763;0.9899286739682763;0.9771126198792511;0.9771126198792511;0.986747108878154;0.986747108878154;0.978839417239464;0.978839417239464;0.9862888777247779;0.9862888777247779
3.5;0.974112107897965;0.974112107897965;0.9768689866326342;0.9768689866326342;0.9821755097599936;0.9821755097599936;0.9868410135594925;0.9868410135594925;0.9783041731585249;0.9783041731585249;0.9861474407265736;0.9861474407265736;0.9833811283399161;0.9833811283399161;0.9899429815898209;0.9899429815898209;0.9817628913860357;0.9817628913860357;0.9889274845477031;0.9889274845477031;0.9643640172353558;0.9643640172353558;0.9618092018746386;0.9618092018746386;0.9711779788886922;0.9711779788886922;0.971978664888713;0.971978664888713
4.0;0.9944849999068174;0.9944849999068174;0.9957604779407075;0.9957604779407075;0.9959103110814118;0.9959103110814118;0.9968998811119328;0.9968998811119328;0.9947701483386624;0.9947701483386624;0.9958564067338949;0.9958564067338949;0.9958704945498217;0.9958704945498217;0.9968698474067175;0.9968698474067175;0.9957771886834811;0.9957771886834811;0.9967108554947841;0.9967108554947841;0.9932283982834433;0.9932283982834433;0.9944614589241942;0.9944614589241942;0.9935294960804701;0.9935294960804701;0.9946466323915769;0.9946466323915769
2.5;0.9988871821243294;0.9988871821243294;0.9993714765126964;0.9993714765126964;0.9993887534825102;0.9993887534825102;0.9996617770320682;0.9996617770320682;0.9996436435111288;0.9996436435111288;0.9997876854429246;0.9997876854429246;0.9995317232253368;0.9995317232253368;0.9997467638325883;0.9997467638325883;0.9997077986423321;0.9997077986423321;0.9998307222924955;0.9998307222924955;0.9976659068944997;0.9976659068944997;0.9985513940613631;0.9985513940613631;0.9986092881378493;0.9986092881378493;0.9991125506274612;0.9991125506274612
4.0;0.9955118304289067;0.9956890906723629;0.9962752399811868;0.9962752399811868;0.9969163575047665;0.9970443471028348;0.9978705202471286;0.9978705202471286;0.9965492935298974;0.9965492935298974;0.9975027272301128;0.9975027272301128;0.9972378550360962;0.997269076760275;0.9981366912740939;0.9981366912740939;0.9971533246919678;0.9971533246919678;0.9980202247864113;0.9980202247864113;0.9937626040365398;0.9941777339936417;0.9938857128420074;0.9938857128420074;0.9953516626197039;0.9954379224243811;0.9958518277464028;0.9958518277464028
4.0;0.9875815911384692;0.9880680091938395;0.9916555235759646;0.9916555235759646;0.9898942170346244;0.9908522527397304;0.9937775584386457;0.9937775584386457;0.9891255533163449;0.9891255533163449;0.9927344828181474;0.9927344828181474;0.9911125027183167;0.9916778132180271;0.9949721675392623;0.9949721675392623;0.9907077418674332;0.9907077418674332;0.9939848224964949;0.9939848224964949;0.984353301204594;0.9848984492429758;0.987912531692715;0.987912531692715;0.9864306099056869;0.9875226539835918;0.9901739271259624;0.9901739271259624
4.1;0.9686577259304241;0.9686577259304241;0.9872944915720798;0.9872944915720798;0.9784439988756266;0.9784439988756266;0.9916354051054882;0.9916354051054882;0.9707906085415489;0.9707906085415489;0.9881034785860494;0.9881034785860494;0.9762551428142686;0.9762551428142686;0.99156545573161;0.99156545573161;0.9769231908447443;0.9769231908447443;0.9911199446313194;0.9911199446313194;0.9580542593311707;0.9580542593311707;0.9775816462111945;0.9775816462111945;0.9629850782694279;0.9629850782694279;0.9815849815113119;0.9815849815113119
4.0;0.9693538995166985;0.9693538995166985;0.9788638694424108;0.9788638694424108;0.9715030219795091;0.9715030219795091;0.9811594855397271;0.9811594855397271;0.967032106936517;0.967032106936517;0.9775840647781905;0.9775840647781905;0.9751300705326424;0.9751300705326424;0.9843700136331611;0.9843700136331611;0.9728138896166602;0.9728138896166602;0.9823288746982091;0.9823288746982091;0.9620958459990603;0.9620958459990603;0.9682513290802289;0.9682513290802289;0.9621838778793306;0.9621838778793306;0.9685348983150089;0.9685348983150089
3.0;0.9845042936057462;0.9858484755210972;0.9891487665628499;0.9891487665628499;0.9881015212780427;0.9892776372163365;0.9922710474607731;0.9922710474607731;0.9868182920110158;0.9868182920110158;0.991029565908605;0.991029565908605;0.9880297921190192;0.988992611975893;0.9931541421111346;0.9931541421111346;0.9881860244007077;0.9881860244007077;0.9922722605469073;0.9922722605469073;0.9808668326624976;0.9826528426846355;0.9838224519033899;0.9838224519033899;0.9820499450831541;0.983986109304806;0.9855948848700393;0.9855948848700393
4.0;0.9775204967055947;0.9775204967055947;0.980253618160185;0.980253618160185;0.9829494971842635;0.9829494971842635;0.9862116460222015;0.9862116460222015;0.9768292578350415;0.9768292578350415;0.9806697141909061;0.9806697141909061;0.9821131833526785;0.9821131833526785;0.9863475369211712;0.9863475369211712;0.9808114818115854;0.9808114818115854;0.9842871975491698;0.9842871975491698;0.9826649835065591;0.9826649835065591;0.9770715482978352;0.9770715482978352;0.9840040247610554;0.9840040247610554;0.9826405641066688;0.9826405641066688
