Human;universal-sentence-encoder-4 Biosses2017StopWords;universal-sentence-encoder-4 nltk2018StopWords;universal-sentence-encoder-4 NoneStopWords
4.0;0.4057553002088237;0.4057553002088237;0.4517858212943833
3.0;0.6027798631704417;0.6027798631704417;0.5754257724270864
2.2;0.5256087583655626;0.5256087583655626;0.4806680158058603
3.2;0.7027694124469679;0.713155865327111;0.7133703213023291
3.2;0.519645439850476;0.519645439850476;0.5843598663714292
3.2;0.5011263147600339;0.5011263147600339;0.5308887878079817
1.4;0.35207612771647373;0.35207612771647373;0.30157641764377763
3.0;0.325672469280137;0.3138620890908777;0.3763517984877617
1.4;0.448351460112532;0.448351460112532;0.44379925925388214
3.0;0.43802033469441415;0.43802033469441415;0.54336610294429
3.0;0.5328120771721433;0.5488311330036837;0.5429377978529013
1.0;0.14388342818568098;0.14388342818568098;0.16998889151624638
3.0;0.2607016099168329;0.2607016099168329;0.3025634931321761
2.0;0.3516571468576884;0.3485104608633705;0.4214289823661629
2.4;0.5239916369831816;0.5239916369831816;0.5284709657179524
3.4;0.5713666463478659;0.5713666463478659;0.5946172277334485
3.0;0.5090701261767323;0.5090701261767323;0.5369488410073525
2.0;0.27566842915165657;0.27566842915165657;0.21289536252367972
3.2;0.5877936230560827;0.5877936230560827;0.6341331726484128
2.0;0.6951585439171715;0.6951585439171715;0.6843587391690572
3.0;0.5813744382785051;0.5813744382785051;0.5582870395094814
1.2;0.2030394947764252;0.2030394947764252;0.20895565888143883
3.4;0.6380275411574725;0.6380275411574725;0.6165950765496432
1.8;0.4786453854981524;0.4786453854981524;0.3745744766472738
3.6;0.5460037489987635;0.5460037489987635;0.5530199473518992
2.0;0.4586193474928501;0.4586193474928501;0.5132020917836364
2.4;0.47141703767553933;0.47141703767553933;0.4122438982596178
3.4;0.23225021586161534;0.23225021586161534;0.19014650790232993
3.0;0.48583774055450973;0.48583774055450973;0.5023015327144222
4.0;0.24257827366006957;0.23151808399242993;0.2018528995447442
4.0;0.49143707523456204;0.49143707523456204;0.5286317872152377
3.4;0.5407224057093536;0.5407224057093536;0.545491691752098
3.4;0.2062793372036122;0.2062793372036122;0.27951078715903455
3.0;-0.013167066267387072;-0.013167066267387072;0.013355654943872801
2.0;0.3731673338547121;0.3731673338547121;0.3433588429061468
3.8;0.7528782402335757;0.7128438379929882;0.7048885495473332
3.4;0.5885351107552117;0.555282525837685;0.5517584542448368
2.0;0.39882964874227417;0.39882964874227417;0.3360788025034991
4.0;0.6419521561955557;0.6419521561955557;0.5926306158983269
3.2;0.5786674673085099;0.5786674673085099;0.6199691179273433
2.2;0.32393612081463724;0.32393612081463724;0.24483054129950962
3.0;0.5769743471782617;0.5769743471782617;0.5985448626502395
2.0;0.42266291146748786;0.42266291146748786;0.3329211366905843
0.6;0.46462700362280257;0.46462700362280257;0.45090975492135493
3.2;0.4483774103111675;0.4483774103111675;0.46844264594202095
3.6;0.2783552145975838;0.2783552145975838;0.4304266578731816
1.0;0.3908066081245313;0.3908066081245313;0.382394089583723
1.8;0.49182003392246504;0.49182003392246504;0.5279895815897138
2.8;0.10794313663545112;0.10794313663545112;0.10756585802604647
2.8;0.10449687631358093;0.08632790278189213;0.1482246702863853
1.8;0.3846203625875054;0.3846203625875054;0.4602554975661129
1.8;0.41226987607791643;0.41226987607791643;0.4026317736493334
2.6;0.6011272379812631;0.6011272379812631;0.5663561440845517
1.4;0.25879969083161536;0.25879969083161536;0.18721269219117512
3.0;0.3433583342713977;0.3433583342713977;0.3325221758557601
0.6;0.2578318025893174;0.2578318025893174;0.21155609535445546
1.8;0.4768312708260817;0.4768312708260817;0.4412870556495568
3.0;0.2827684030630894;0.2827684030630894;0.3536526555378197
3.0;0.4280879930247787;0.4917530256449312;0.5379726566892555
3.8;0.6368937392373143;0.6368937392373143;0.673748168962162
2.4;0.4162465556517622;0.4162465556517622;0.3828569391819299
3.6;0.5584638570483963;0.5584638570483963;0.5222304579707939
2.8;0.6337127983448546;0.6337127983448546;0.5779619164302315
3.6;0.5364222832980785;0.5531689676739288;0.5587494305833095
3.0;0.5122913516560594;0.5126146442191208;0.5817276601861663
0.0;0.2713594123512089;0.2713594123512089;0.2692702752354201
0.0;0.1570164006228986;0.1570164006228986;0.06850292351414777
0.2;0.2059748967485568;0.2059748967485568;0.1717035983052636
0.0;0.18757488656643173;0.1469163062781403;0.1613112023804517
0.2;0.13872850117667407;0.13872850117667407;0.1822250417049492
0.2;0.0810930474638913;0.0810930474638913;0.0205303732208079
1.8;0.342474257288018;0.342474257288018;0.34101966074084517
1.4;0.33171594524786957;0.2997733142500346;0.34441065811497834
1.8;0.14238802958079305;0.14238802958079305;0.15738179500410623
2.0;0.4499572756944578;0.4499572756944578;0.38801620937147047
0.0;0.14949062577363484;0.14949062577363484;0.1429712693680493
0.8;0.319067816961662;0.319067816961662;0.29367059358670217
2.2;0.48840808317287177;0.4371706034636079;0.3961922204591228
1.4;0.38806061466182346;0.41897563875741956;0.33162549344115827
1.8;0.4649926285758472;0.4649926285758472;0.5062743824564407
3.0;0.5183619485269461;0.5183619485269461;0.5164562331287358
1.2;0.40754720614447526;0.4157014649824069;0.3556526567287256
0.2;0.11267304697378325;0.11267304697378325;0.09529149871358064
0.2;0.2028657585341261;0.2028657585341261;0.1639614668279449
