Human;BioWordVec_extrinsic StanfordCoreNLPv3_9_1;BioWordVec_extrinsic BioCNLPTokenizer;BioWordVec_extrinsic WhiteSpace;BioWordVec_intrinsic StanfordCoreNLPv3_9_1;BioWordVec_intrinsic BioCNLPTokenizer;BioWordVec_intrinsic WhiteSpace;bioc_skipgram_defaultchar StanfordCoreNLPv3_9_1;bioc_skipgram_defaultchar BioCNLPTokenizer;bioc_skipgram_defaultchar WhiteSpace;bioc_skipgram_Defaultchar200dim_8ene StanfordCoreNLPv3_9_1;bioc_skipgram_Defaultchar200dim_8ene BioCNLPTokenizer;bioc_skipgram_Defaultchar200dim_8ene WhiteSpace;bioc_skipgram_Nonechar200dim StanfordCoreNLPv3_9_1;bioc_skipgram_Nonechar200dim BioCNLPTokenizer;bioc_skipgram_Nonechar200dim WhiteSpace;stanford_skipgram_nonechar200dim StanfordCoreNLPv3_9_1;stanford_skipgram_nonechar200dim BioCNLPTokenizer;stanford_skipgram_nonechar200dim WhiteSpace;stanf_skipgram_defaultchar200dim StanfordCoreNLPv3_9_1;stanf_skipgram_defaultchar200dim BioCNLPTokenizer;stanf_skipgram_defaultchar200dim WhiteSpace;BioNLP2016_PubMed-shuffle-win-2 StanfordCoreNLPv3_9_1;BioNLP2016_PubMed-shuffle-win-2 BioCNLPTokenizer;BioNLP2016_PubMed-shuffle-win-2 WhiteSpace;BioNLP2016_PubMed-shuffle-win-30 StanfordCoreNLPv3_9_1;BioNLP2016_PubMed-shuffle-win-30 BioCNLPTokenizer;BioNLP2016_PubMed-shuffle-win-30 WhiteSpace
4.0;0.9510660772880848;0.9510660772880848;0.9510660772880848;0.9690216183201639;0.9690216183201639;0.9690216183201639;0.9578032099314276;0.9578032099314276;0.9578032099314276;0.9620006649053052;0.9620006649053052;0.9620006649053052;0.9671056968407796;0.9671056968407796;0.9671056968407796;0.9662829978913412;0.9662829978913412;0.9662829978913412;0.9626993637455792;0.9626993637455792;0.9626993637455792;0.9257305399905698;0.9257305399905698;0.9257305399905698;0.9404454119289971;0.9404454119289971;0.9404454119289971
3.0;0.9556731292571977;0.9556731292571977;0.9556731292571977;0.9760946730317911;0.9760946730317911;0.9760946730317911;0.9617898324858423;0.9617898324858423;0.9617898324858423;0.9701408174718109;0.9701408174718109;0.9701408174718109;0.9752389528508812;0.9752389528508812;0.9752389528508812;0.9705806348211208;0.9705806348211208;0.9705806348211208;0.9708262959617454;0.9708262959617454;0.9708262959617454;0.9202352978308699;0.9202352978308699;0.9202352978308699;0.9404030258417285;0.9404030258417285;0.9404030258417285
2.2;0.948499921673979;0.948499921673979;0.948499921673979;0.9641115077552112;0.9641115077552112;0.9641115077552112;0.9546447711601136;0.9546447711601136;0.9546447711601136;0.9643299473419538;0.9643299473419538;0.9643299473419538;0.9631693182401079;0.9631693182401079;0.9631693182401079;0.9604187588118249;0.9604187588118249;0.9604187588118249;0.9625688346461424;0.9625688346461424;0.9625688346461424;0.9197503093661554;0.9197503093661554;0.9197503093661554;0.9308066663732527;0.9308066663732527;0.9308066663732527
3.2;0.975051403396811;0.9725114656436692;0.9725114656436692;0.9848241132954274;0.982995215479281;0.982995215479281;0.982732496417397;0.980120993020521;0.980120993020521;0.985714088930723;0.9837229881715644;0.9837229881715644;0.987116719701908;0.9856518867725235;0.9856518867725235;0.9855460501266925;0.9838975477873352;0.9838975477873352;0.986543703795967;0.9848490267456514;0.9848490267456514;0.947649212008317;0.947649212008317;0.947649212008317;0.961134810988951;0.961134810988951;0.961134810988951
3.2;0.9488047129848638;0.9488047129848638;0.9488047129848638;0.9727935780741838;0.9727935780741838;0.9727935780741838;0.9669373732661934;0.9669373732661934;0.9669373732661934;0.9725299252443677;0.9725299252443677;0.9725299252443677;0.9762072877285853;0.9762072877285853;0.9762072877285853;0.9723405028240679;0.9723405028240679;0.9723405028240679;0.9722360463294971;0.9722360463294971;0.9722360463294971;0.9048489757644718;0.9048489757644718;0.9048489757644718;0.9428816448183613;0.9428816448183613;0.9428816448183613
3.2;0.9475502590201591;0.9475502590201591;0.9475502590201591;0.9628622780421769;0.9628622780421769;0.9628622780421769;0.9475009428516656;0.9475009428516656;0.9475009428516656;0.9529216197104022;0.9529216197104022;0.9529216197104022;0.9590965964808944;0.9590965964808944;0.9590965964808944;0.9545287581044644;0.9545287581044644;0.9545287581044644;0.9560167041576159;0.9560167041576159;0.9560167041576159;0.9215965968689485;0.9215965968689485;0.9215965968689485;0.934551779853877;0.934551779853877;0.934551779853877
1.4;0.888480024489272;0.8884993792565831;0.8884993792565831;0.9220311645493927;0.9250715798332082;0.9250715798332082;0.906313533893215;0.912005422658737;0.912005422658737;0.919462166843026;0.9224840882338857;0.9224840882338857;0.9262831536158896;0.9277344902964841;0.9277344902964841;0.9195865693373032;0.921889243874881;0.921889243874881;0.9330533017024538;0.9269632172283022;0.9269632172283022;0.8529421275876152;0.8529421275876152;0.8529421275876152;0.8758271324351864;0.8758271324351864;0.8758271324351864
3.0;0.9567230433194424;0.9567230433194424;0.9567230433194424;0.9734000634533058;0.9734000634533058;0.9734000634533058;0.9648471447909864;0.9648471447909864;0.9648471447909864;0.9709914702429361;0.9709914702429361;0.9709914702429361;0.9741363610187703;0.9741363610187703;0.9741363610187703;0.9705434093582346;0.9705434093582346;0.9705434093582346;0.9710968559802222;0.9710968559802222;0.9710968559802222;0.9299472904460618;0.9299472904460618;0.9299472904460618;0.9474933039938072;0.9474933039938072;0.9474933039938072
1.4;0.914298115023391;0.914298115023391;0.9081313567980577;0.9444733408100301;0.9444733408100301;0.939135710674944;0.9031539499496886;0.9031539499496886;0.8938720728289319;0.9246743748075508;0.9246743748075508;0.9164489966181539;0.9339577586350242;0.9339577586350242;0.928400099463762;0.9264220927139243;0.9264220927139243;0.9200542498036287;0.9273278748106585;0.9273278748106585;0.9188847703107229;0.8743325833215331;0.8743325833215331;0.8649330077554176;0.8898276110850135;0.8898276110850135;0.8792547924274581
3.0;0.9663566801680071;0.9663566801680071;0.9663566801680071;0.980105723637577;0.980105723637577;0.980105723637577;0.9725193429312443;0.9725193429312443;0.9725193429312443;0.9772420616756273;0.9772420616756273;0.9772420616756273;0.9817473255084705;0.9817473255084705;0.9817473255084705;0.9770232264508802;0.9770232264508802;0.9770232264508802;0.9778163532746665;0.9778163532746665;0.9778163532746665;0.9467991533090427;0.9467991533090427;0.9467991533090427;0.9602454316040933;0.9602454316040933;0.9602454316040933
