Human;Jaccard;Qgram;BlockDistance;OverlapCoefficient;Levenshtein
2.6666666666666665;0.17391304347826086;0.41414141414141414;0.25806450843811035;0.3076923076923077;0.38834951456310685
1.3333333333333333;0.047619047619047616;0.192090395480226;0.1666666865348816;0.125;0.25688073394495414
4.0;0.2;0.3222222222222222;0.3333333134651184;0.3333333333333333;0.3595505617977528
2.6666666666666665;0.125;0.28865979381443296;0.2222222089767456;0.25;0.29702970297029707
2.6666666666666665;0.13333333333333333;0.3153846153846154;0.23529410362243652;0.26666666666666666;0.2645161290322581
1.6666666666666667;0.05;0.07999999999999996;0.0952380895614624;0.1;0.21333333333333337
2.3333333333333335;0.21428571428571427;0.26206896551724135;0.31578946113586426;0.375;0.1917808219178082
1.0;0.0;0.01342281879194629;0.0;0.0;0.23456790123456794
1.6666666666666667;0.2631578947368421;0.4390243902439024;0.4166666865348816;0.5555555555555556;0.45945945945945943
3.0;0.1875;0.3142857142857143;0.31578946113586426;0.3333333333333333;0.2191780821917808
1.6666666666666667;0.11764705882352941;0.19999999999999996;0.21052628755569458;0.2222222222222222;0.20547945205479456
1.3333333333333333;0.043478260869565216;0.1286549707602339;0.08333331346511841;0.1;0.24468085106382975
1.3333333333333333;0.030303030303030304;0.15488215488215484;0.05555558204650879;0.0625;0.2287581699346405
1.0;0.10526315789473684;0.19191919191919193;0.17391306161880493;0.4;0.2571428571428571
1.6666666666666667;0.14285714285714285;0.3137254901960784;0.25;0.4;0.28421052631578947
2.3333333333333335;0.09523809523809523;0.4075829383886256;0.1666666865348816;0.18181818181818182;0.2232142857142857
3.0;0.3157894736842105;0.5470085470085471;0.4444444179534912;0.5;0.5932203389830508
2.3333333333333335;0.045454545454545456;0.25380710659898476;0.08333331346511841;0.1;0.22881355932203384
3.0;0.13636363636363635;0.3004291845493562;0.19354838132858276;0.3333333333333333;0.2993630573248408
1.6666666666666667;0.13793103448275862;0.2727272727272727;0.23529410362243652;0.25;0.33766233766233766
3.0;0.14285714285714285;0.31836734693877555;0.29629629850387573;0.375;0.34838709677419355
2.6666666666666665;0.045454545454545456;0.106280193236715;0.08333331346511841;0.09090909090909091;0.2033898305084746
1.6666666666666667;0.0;0.09090909090909094;0.0;0.0;0.16091954022988508
3.0;0.18518518518518517;0.38834951456310685;0.27027028799057007;0.5;0.30733944954128445
2.6666666666666665;0.3181818181818182;0.4946236559139785;0.5;0.5384615384615384;0.31612903225806455
2.6666666666666665;0.29411764705882354;0.46341463414634143;0.43478262424468994;0.45454545454545453;0.4631578947368421
2.0;0.13636363636363635;0.25120772946859904;0.20689654350280762;0.5;0.2689655172413793
2.0;0.043478260869565216;0.15642458100558654;0.07999998331069946;0.1;0.22935779816513757
2.6666666666666665;0.36363636363636365;0.5530546623794212;0.4736841917037964;0.5714285714285714;0.531578947368421
1.0;0.11538461538461539;0.3445378151260504;0.1875;0.3;0.2681159420289855
3.0;0.12;0.25773195876288657;0.20689654350280762;0.23076923076923078;0.28828828828828834
3.0;0.15384615384615385;0.2959641255605381;0.2666666507720947;0.36363636363636365;0.2595419847328244
1.0;0.0;0.03389830508474578;0.0;0.0;0.2178217821782178
2.0;0.023255813953488372;0.14814814814814814;0.040816307067871094;0.07692307692307693;0.2465753424657534
2.0;0.16666666666666666;0.3370786516853933;0.238095223903656;0.29411764705882354;0.3191489361702128
0.0;0.041666666666666664;0.14;0.07407408952713013;0.08333333333333333;0.2807017543859649
1.3333333333333333;0.03333333333333333;0.19166666666666665;0.06451612710952759;0.07692307692307693;0.24
2.3333333333333335;0.06666666666666667;0.18050541516245489;0.12121212482452393;0.18181818181818182;0.2544378698224852
0.3333333333333333;0.09090909090909091;0.31441048034934493;0.1600000262260437;0.18181818181818182;0.32773109243697474
1.0;0.1;0.20077220077220082;0.1764705777168274;0.21428571428571427;0.3157894736842105
3.0;0.18181818181818182;0.3173076923076923;0.307692289352417;0.5;0.26086956521739135
2.0;0.125;0.2768166089965398;0.2222222089767456;0.23529411764705882;0.25
1.0;0.125;0.22123893805309736;0.20689654350280762;0.375;0.2530120481927711
1.3333333333333333;0.03333333333333333;0.2007434944237918;0.06451612710952759;0.07142857142857142;0.2763157894736842
1.6666666666666667;0.03333333333333333;0.15966386554621848;0.05882352590560913;0.07692307692307693;0.22077922077922074
0.6666666666666666;0.034482758620689655;0.18090452261306533;0.06666666269302368;0.1111111111111111;0.30645161290322576
1.3333333333333333;0.2777777777777778;0.4516129032258065;0.43478262424468994;0.625;0.36888888888888893
2.0;0.17391304347826086;0.36962025316455693;0.29629629850387573;0.3333333333333333;0.3733333333333333
2.0;0.14634146341463414;0.20547945205479456;0.20689654350280762;0.2857142857142857;0.2752613240418118
0.6666666666666666;0.0;0.04587155963302747;0.0;0.0;0.2222222222222222
3.0;0.28888888888888886;0.502262443438914;0.4516128897666931;0.52;0.42800000000000005
3.0;0.15789473684210525;0.326530612244898;0.260869562625885;0.375;0.3076923076923077
1.3333333333333333;0.09375;0.273972602739726;0.17142856121063232;0.21428571428571427;0.23976608187134507
2.0;0.2;0.4729344729344729;0.3255813717842102;0.3888888888888889;0.38916256157635465
2.0;0.12;0.3293172690763052;0.2142857313156128;0.23076923076923078;0.25384615384615383
1.0;0.05555555555555555;0.10810810810810811;0.10526317358016968;0.14285714285714285;0.23333333333333328
1.6666666666666667;0.023809523809523808;0.23121387283236994;0.045454561710357666;0.09090909090909091;0.18918918918918914
2.0;0.0975609756097561;0.34895833333333337;0.17391306161880493;0.18181818181818182;0.30731707317073176
0.3333333333333333;0.0;0.16891891891891897;0.0;0.0;0.22435897435897434
2.3333333333333335;0.10416666666666667;0.35169491525423724;0.19672131538391113;0.2631578947368421;0.28846153846153844
2.0;0.07142857142857142;0.09756097560975607;0.13333332538604736;0.25;0.23809523809523814
1.3333333333333333;0.10344827586206896;0.24822695035460995;0.1666666865348816;0.2;0.26490066225165565
2.6666666666666665;0.5161290322580645;0.8040816326530612;0.6938775777816772;0.6956521739130435;0.8983739837398375
1.0;0.06666666666666667;0.29850746268656714;0.125;0.125;0.27692307692307694
0.3333333333333333;0.03333333333333333;0.12037037037037035;0.0625;0.1;0.21019108280254772
1.3333333333333333;0.23529411764705882;0.3567567567567568;0.3809523582458496;0.5;0.3620689655172413
