Human;sent2vec None;sent2vec Default;sent2vec BIOSSES;sent2vec Blagec
2.6666666666666665;0.6556809311157082;0.6710886102825274;0.6184139124166681;0.6184139124166681
1.3333333333333333;0.4611527384855521;0.3684831421522342;0.38654917288911456;0.38654917288911456
4.0;0.6509916847397361;0.6176781861032871;0.6173456163894285;0.6173456163894285
2.6666666666666665;0.568072332829915;0.5039300786407691;0.5219697458064525;0.5219697458064525
2.6666666666666665;0.599602423486272;0.5328323576690356;0.5328323576690356;0.5328323576690356
1.6666666666666667;0.4972718987452064;0.5115266061109055;0.5203344142624836;0.5203344142624836
2.3333333333333335;0.4492386065717801;0.42038506712817997;0.42038506712817997;0.42038506712817997
1.0;0.4994906111686882;0.48768433311670445;0.45059150213731525;0.45059150213731525
1.6666666666666667;0.7236079919769179;0.7094156881187839;0.7103329799067029;0.7103329799067029
3.0;0.43735494030482264;0.3937714357912294;0.3937714357912294;0.3937714357912294
1.6666666666666667;0.5304516884879197;0.511271220902552;0.511271220902552;0.511271220902552
1.3333333333333333;0.4539624869793144;0.39722189152711557;0.39722189152711557;0.39722189152711557
1.3333333333333333;0.5288424007106078;0.5440845187426319;0.5440845187426319;0.5440845187426319
1.0;0.3846802572803241;0.3839022053428458;0.3839022053428458;0.3839022053428458
1.6666666666666667;0.5039691728148815;0.488203494955649;0.488203494955649;0.488203494955649
2.3333333333333335;0.5058636995842722;0.503360902281123;0.48587158620106585;0.48587158620106585
3.0;0.7283401668815825;0.7461905178881062;0.7076246840730172;0.7076246840730172
2.3333333333333335;0.5348637737464874;0.5142946123324851;0.5057399675164755;0.5057399675164755
3.0;0.5522216847094064;0.5102113041233858;0.5102113041233858;0.5102113041233858
1.6666666666666667;0.6306844547777208;0.6085878592198223;0.5940073199817563;0.5940073199817563
3.0;0.5630326795957322;0.4836485730282221;0.5375234804167228;0.5375234804167228
2.6666666666666665;0.39795447455773336;0.34894284368258777;0.34959986250121333;0.34959986250121333
1.6666666666666667;0.4054659596626495;0.34381303842261796;0.34381303842261796;0.34381303842261796
3.0;0.5947617132697015;0.5834185894130819;0.5834185894130819;0.5834185894130819
2.6666666666666665;0.6350427734905008;0.7610153729036667;0.6234487277607214;0.6234487277607214
2.6666666666666665;0.748212336905982;0.7347617199256418;0.7347617199256418;0.7347617199256418
