Human;universal-sentence-encoder-4 None;universal-sentence-encoder-4 Default;universal-sentence-encoder-4 BIOSSES;universal-sentence-encoder-4 Blagec
2.6666666666666665;0.4578805695049229;0.41688781087949556;0.4578805695049229;0.4578805695049229
1.3333333333333333;0.19620660389642555;0.20480968165948016;0.19620660389642555;0.19620660389642555
4.0;0.4893900435090858;0.4487679655391193;0.4893900435090858;0.4893900435090858
2.6666666666666665;0.2561177472723932;0.24623099045432503;0.2561177472723932;0.2561177472723932
2.6666666666666665;0.43151687230183405;0.43151687230183405;0.43151687230183405;0.43151687230183405
1.6666666666666667;0.3498964876653391;0.3528866343023604;0.3498964876653391;0.3498964876653391
2.3333333333333335;0.23479770572580272;0.23479770572580272;0.23479770572580272;0.23479770572580272
1.0;0.42832315772352747;0.4163321680555263;0.42832315772352747;0.42832315772352747
1.6666666666666667;0.5216331288977881;0.5564025570517483;0.5216331288977881;0.5216331288977881
3.0;0.4980940662299524;0.5233248620440443;0.4980940662299524;0.4980940662299524
1.6666666666666667;0.4603804916595148;0.4603804916595148;0.4603804916595148;0.4603804916595148
1.3333333333333333;0.43550693775067895;0.44230345885506067;0.43550693775067895;0.43550693775067895
1.3333333333333333;0.41929106124145715;0.41929106124145715;0.41929106124145715;0.41929106124145715
1.0;0.038536278789003335;0.038536278789003335;0.038536278789003335;0.038536278789003335
1.6666666666666667;0.2807891145346346;0.2921015540523285;0.2807891145346346;0.2807891145346346
2.3333333333333335;0.39450178028532173;0.41457160210369104;0.39450178028532173;0.39450178028532173
3.0;0.6125362479814551;0.6834601867621033;0.6125362479814551;0.6125362479814551
2.3333333333333335;0.25749456415253447;0.25279877766586584;0.25749456415253447;0.25749456415253447
3.0;0.13972460409237436;0.13972460409237436;0.13972460409237436;0.13972460409237436
1.6666666666666667;0.6093581596140568;0.5653572123064663;0.6093581596140568;0.6093581596140568
3.0;0.5844662242797487;0.557372509450786;0.5844662242797487;0.5844662242797487
2.6666666666666665;0.06457559803623451;0.07821038873965032;0.06457559803623451;0.06457559803623451
1.6666666666666667;0.17388304860933915;0.17388304860933915;0.17388304860933915;0.17388304860933915
3.0;0.3853891561644084;0.3853891561644084;0.3853891561644084;0.3853891561644084
2.6666666666666665;0.49351030640191756;0.5589140084519162;0.49351030640191756;0.49351030640191756
2.6666666666666665;0.5990914575661076;0.5990914575661076;0.5990914575661076;0.5990914575661076
2.0;0.2079100493550572;0.24639462452296876;0.2079100493550572;0.2079100493550572
2.0;0.09211199821562761;0.13912601919797815;0.09211199821562761;0.09211199821562761
2.6666666666666665;0.6400745785998728;0.6577069575019604;0.6400745785998728;0.6400745785998728
1.0;0.3673668445651619;0.3673668445651619;0.3673668445651619;0.3673668445651619
3.0;0.3296248574211565;0.44947809344286044;0.3296248574211565;0.3296248574211565
3.0;0.2952112233106246;0.3405573856495986;0.2952112233106246;0.2952112233106246
1.0;0.18241338444157415;0.18976143978817653;0.18241338444157415;0.18241338444157415
2.0;0.3346589030088223;0.31393600004999445;0.3346589030088223;0.3346589030088223
2.0;0.4656338444820598;0.4657276467573478;0.4656338444820598;0.4656338444820598
0.0;0.05281947110593602;0.10531971494065413;0.05281947110593602;0.05281947110593602
1.3333333333333333;0.3568215424970437;0.3329644540136882;0.3568215424970437;0.3568215424970437
2.3333333333333335;0.1752028747171231;0.23739572995002484;0.1752028747171231;0.1752028747171231
0.3333333333333333;0.24761427538696826;0.2984462047993999;0.24761427538696826;0.24761427538696826
