Human;Jaccard;Qgram;BlockDistance;OverlapCoefficient;Levenshtein
4.0;0.4;0.5874125874125874;0.5714285373687744;0.6666666666666666;0.5974025974025974
3.0;0.12121212121212122;0.3807106598984772;0.238095223903656;0.23529411764705882;0.32367149758454106
2.2;0.034482758620689655;0.2222222222222222;0.0625;0.06666666666666667;0.2447552447552448
3.2;0.1;0.35835351089588374;0.17777776718139648;0.2222222222222222;0.30165289256198347
3.2;0.1111111111111111;0.3081570996978852;0.1875;0.25;0.3227513227513228
3.2;0.1;0.3668639053254438;0.17142856121063232;0.2;0.30729166666666663
1.4;0.041666666666666664;0.1696428571428571;0.07692307233810425;0.1;0.2676056338028169
3.0;0.13636363636363635;0.2819383259911894;0.24000000953674316;0.375;0.3026315789473685
1.4;0.0625;0.2727272727272727;0.11764705181121826;0.125;0.2941176470588235
3.0;0.06060606060606061;0.2736156351791531;0.11428570747375488;0.15384615384615385;0.2755102040816326
3.0;0.16666666666666666;0.3836477987421384;0.2857142686843872;0.38461538461538464;0.3214285714285714
1.0;0.0;0.09958506224066388;0.0;0.0;0.17032967032967028
3.0;0.18181818181818182;0.31746031746031744;0.307692289352417;0.3333333333333333;0.3188405797101449
2.0;0.12903225806451613;0.3717948717948718;0.2222222089767456;0.26666666666666666;0.32183908045977017
2.4;0.3157894736842105;0.5152838427947598;0.48000001907348633;0.6;0.3115942028985508
3.4;0.13043478260869565;0.30952380952380953;0.23076921701431274;0.2727272727272727;0.3484848484848485
3.0;0.06666666666666667;0.33742331288343563;0.11428570747375488;0.13333333333333333;0.33529411764705885
2.0;0.04;0.3560606060606061;0.07407408952713013;0.08333333333333333;0.4222222222222223
3.2;0.15;0.4622222222222222;0.25;0.2727272727272727;0.3445378151260504
2.0;0.08;0.39230769230769236;0.1428571343421936;0.18181818181818182;0.35064935064935066
3.0;0.05555555555555555;0.17297297297297298;0.10000002384185791;0.14285714285714285;0.256
1.2;0.0;0.20454545454545459;0.0;0.0;0.25233644859813087
3.4;0.16;0.3157894736842105;0.2666666507720947;0.36363636363636365;0.33149171270718236
1.8;0.0;0.2296650717703349;0.0;0.0;0.2571428571428571
3.6;0.16666666666666666;0.4120603015075377;0.2857142686843872;0.3333333333333333;0.408695652173913
2.0;0.043478260869565216;0.25;0.07692307233810425;0.1111111111111111;0.31081081081081086
2.4;0.16666666666666666;0.4347826086956522;0.2857142686843872;0.38461538461538464;0.375609756097561
3.4;0.125;0.23391812865497075;0.21052628755569458;0.4;0.2032520325203252
3.0;0.037037037037037035;0.2222222222222222;0.06896549463272095;0.08333333333333333;0.2911392405063291
4.0;0.15;0.3386243386243386;0.260869562625885;0.2727272727272727;0.4949494949494949
4.0;0.25;0.41530054644808745;0.3999999761581421;0.5714285714285714;0.2796610169491526
3.4;0.17647058823529413;0.3319838056680162;0.260869562625885;0.42857142857142855;0.32515337423312884
3.4;0.35714285714285715;0.5217391304347826;0.5;0.5555555555555556;0.4222222222222223
3.0;0.0;0.1428571428571429;0.0;0.0;0.37777777777777777
2.0;0.18181818181818182;0.4297520661157025;0.307692289352417;0.4;0.4722222222222222
3.8;0.17647058823529413;0.5147679324894514;0.30000001192092896;0.375;0.5112781954887218
3.4;0.14285714285714285;0.3763837638376384;0.24000000953674316;0.25;0.35820895522388063
2.0;0.058823529411764705;0.21505376344086025;0.1111111044883728;0.125;0.3548387096774194
4.0;0.14285714285714285;0.31506849315068497;0.25;0.25;0.31506849315068497
3.2;0.3684210526315789;0.6245059288537549;0.5384615659713745;0.6363636363636364;0.6122448979591837
2.2;0.047619047619047616;0.15450643776824036;0.09090906381607056;0.1;0.234375
3.0;0.125;0.3919308357348703;0.2222222089767456;0.23529411764705882;0.4329896907216495
2.0;0.07692307692307693;0.39366515837104077;0.13333332538604736;0.17647058823529413;0.31746031746031744
0.6;0.0625;0.35777126099706746;0.1111111044883728;0.11764705882352941;0.3655913978494624
3.2;0.15384615384615385;0.3380281690140845;0.3030303120613098;0.2857142857142857;0.3355263157894737
3.6;0.13333333333333333;0.30666666666666664;0.23529410362243652;0.3333333333333333;0.31182795698924726
1.0;0.1111111111111111;0.3765432098765432;0.1875;0.21428571428571427;0.275
1.8;0.06060606060606061;0.27518427518427513;0.10000002384185791;0.18181818181818182;0.25
2.8;0.06060606060606061;0.23229461756373937;0.10256409645080566;0.125;0.2814070351758794
2.8;0.02857142857142857;0.20512820512820518;0.05263155698776245;0.0625;0.2741116751269036
1.8;0.05405405405405406;0.2841823056300268;0.09756100177764893;0.11764705882352941;0.2561576354679803
1.8;0.027777777777777776;0.27544910179640714;0.05263155698776245;0.0625;0.34183673469387754
2.6;0.0625;0.2637362637362637;0.11764705181121826;0.16666666666666666;0.319672131147541
1.4;0.047619047619047616;0.20999999999999996;0.09090906381607056;0.1;0.2857142857142857
3.0;0.0625;0.25149700598802394;0.11764705181121826;0.16666666666666666;0.31481481481481477
0.6;0.03225806451612903;0.24347826086956526;0.06060606241226196;0.07692307692307693;0.3004484304932735
1.8;0.09523809523809523;0.28828828828828834;0.1666666865348816;0.18181818181818182;0.3513513513513513
3.0;0.125;0.3373493975903614;0.2222222089767456;0.3333333333333333;0.2360248447204969
3.0;0.10714285714285714;0.3108504398826979;0.21052628755569458;0.21428571428571427;0.3152709359605911
3.8;0.20833333333333334;0.4635761589403974;0.32258063554763794;0.4166666666666667;0.39010989010989006
2.4;0.08333333333333333;0.33333333333333337;0.1428571343421936;0.15384615384615385;0.35664335664335667
3.6;0.13636363636363635;0.4051724137931034;0.23529410362243652;0.3;0.3171641791044776
2.8;0.125;0.5514705882352942;0.20689654350280762;0.23076923076923078;0.38888888888888884
3.6;0.10526315789473684;0.32835820895522383;0.1818181872367859;0.25;0.32539682539682535
3.0;0.14285714285714285;0.3846153846153846;0.25;0.2727272727272727;0.3412698412698413
0.0;0.0;0.1937984496124031;0.0;0.0;0.24460431654676262
0.0;0.0;0.16724738675958184;0.0;0.0;0.25503355704697983
0.2;0.0;0.14652014652014655;0.0;0.0;0.2762430939226519
0.0;0.0;0.18248175182481752;0.0;0.0;0.26241134751773054
0.2;0.0;0.23333333333333328;0.0;0.0;0.29801324503311255
0.2;0.0;0.19920318725099606;0.0;0.0;0.26582278481012656
1.8;0.15789473684210525;0.41747572815533984;0.260869562625885;0.3333333333333333;0.42622950819672134
1.4;0.0;0.22429906542056077;0.0;0.0;0.3191489361702128
1.8;0.0;0.22818791946308725;0.0;0.0;0.2781456953642384
2.0;0.0;0.272;0.0;0.0;0.3555555555555555
0.0;0.038461538461538464;0.19166666666666665;0.07407408952713013;0.1111111111111111;0.2738853503184714
0.8;0.05263157894736842;0.1925133689839572;0.10000002384185791;0.1111111111111111;0.3689320388349514
