Human;WBSM Lin None;WBSM Lin Default;WBSM Lin BIOSSES;WBSM Lin Blagec;WBSM Cai None;WBSM Cai Default;WBSM Cai BIOSSES;WBSM Cai Blagec;WBSM Resnik None;WBSM Resnik Default;WBSM Resnik BIOSSES;WBSM Resnik Blagec;WBSM WuPalmerFast None;WBSM WuPalmerFast Default;WBSM WuPalmerFast BIOSSES;WBSM WuPalmerFast Blagec;WBSM JiangConrath None;WBSM JiangConrath Default;WBSM JiangConrath BIOSSES;WBSM JiangConrath Blagec;WBSM CosineNormJiangConrath None;WBSM CosineNormJiangConrath Default;WBSM CosineNormJiangConrath BIOSSES;WBSM CosineNormJiangConrath Blagec
4.0;0.5518254055364691;0.5229763603684908;0.5229763603684908;0.5229763603684908;0.5518254055364691;0.5229763603684908;0.5229763603684908;0.5229763603684908;0.5518254055364691;0.5229763603684908;0.5229763603684908;0.5229763603684908;0.7029594915666377;0.6859943405700354;0.6859943405700354;0.6859943405700354;0.7029594915666377;0.6859943405700354;0.6859943405700354;0.6859943405700354;0.5518254055364691;0.5229763603684908;0.5229763603684908;0.5229763603684908
3.0;0.30662207033593325;0.2694079530401624;0.2694079530401624;0.2694079530401624;0.30662207033593325;0.2694079530401624;0.2694079530401624;0.2694079530401624;0.30662207033593325;0.2694079530401624;0.2694079530401624;0.2694079530401624;0.6292532049656926;0.6192231606984032;0.6192231606984032;0.6192231606984032;0.6292532049656926;0.6192231606984032;0.6192231606984032;0.6192231606984032;0.30662207033593325;0.2694079530401624;0.2694079530401624;0.2694079530401624
2.2;0.26943012562182533;0.24535824603285925;0.24535824603285925;0.24535824603285925;0.26943012562182533;0.24535824603285925;0.24535824603285925;0.24535824603285925;0.26943012562182533;0.24535824603285925;0.24535824603285925;0.24535824603285925;0.636656015720374;0.6356417261637282;0.6356417261637282;0.6356417261637282;0.636656015720374;0.6356417261637282;0.6356417261637282;0.6356417261637282;0.26943012562182533;0.24535824603285925;0.24535824603285925;0.24535824603285925
3.2;0.3944053188733077;0.31878835653166915;0.3506671921848361;0.3506671921848361;0.3944053188733077;0.31878835653166915;0.3506671921848361;0.3506671921848361;0.3944053188733077;0.31878835653166915;0.3506671921848361;0.3506671921848361;0.6488856845230502;0.6135719910778963;0.639137490706142;0.639137490706142;0.6488856845230502;0.6135719910778963;0.639137490706142;0.639137490706142;0.3944053188733077;0.31878835653166915;0.3506671921848361;0.3506671921848361
3.2;0.41871789467931186;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.41871789467931186;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.41871789467931186;0.3903600291794133;0.3903600291794133;0.3903600291794133;0.7427813527082074;0.7329409123199365;0.7559289460184545;0.7559289460184545;0.7427813527082074;0.7329409123199365;0.7559289460184545;0.7559289460184545;0.41871789467931186;0.3903600291794133;0.3903600291794133;0.3903600291794133
3.2;0.363696483726654;0.31378581622109447;0.31378581622109447;0.31378581622109447;0.363696483726654;0.31378581622109447;0.31378581622109447;0.31378581622109447;0.363696483726654;0.31378581622109447;0.31378581622109447;0.31378581622109447;0.636656015720374;0.6132223631495076;0.6132223631495076;0.6132223631495076;0.636656015720374;0.6132223631495076;0.6132223631495076;0.6132223631495076;0.363696483726654;0.31378581622109447;0.31378581622109447;0.31378581622109447
1.4;0.17213259316477406;0.14708710135363803;0.14708710135363803;0.14708710135363803;0.17213259316477406;0.14708710135363803;0.14708710135363803;0.14708710135363803;0.17213259316477406;0.14708710135363803;0.14708710135363803;0.14708710135363803;0.5679301390639018;0.5865884600854132;0.5865884600854132;0.5865884600854132;0.5679301390639018;0.5865884600854132;0.5865884600854132;0.5865884600854132;0.17213259316477406;0.14708710135363803;0.14708710135363803;0.14708710135363803
3.0;0.26352313834736496;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.26352313834736496;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.26352313834736496;0.2279211529192759;0.2279211529192759;0.2279211529192759;0.5916079783099615;0.5848976518656018;0.5848976518656018;0.5848976518656018;0.5916079783099615;0.5848976518656018;0.5848976518656018;0.5848976518656018;0.26352313834736496;0.2279211529192759;0.2279211529192759;0.2279211529192759
1.4;0.2338535866733713;0.2113409861029041;0.2113409861029041;0.2113409861029041;0.2338535866733713;0.2113409861029041;0.2113409861029041;0.2113409861029041;0.2338535866733713;0.2113409861029041;0.2113409861029041;0.2113409861029041;0.7393723384896562;0.7421231119972164;0.7421231119972164;0.7421231119972164;0.7380952380952381;0.7407971974871922;0.7407971974871922;0.7407971974871922;0.2338535866733713;0.2113409861029041;0.2113409861029041;0.2113409861029041
3.0;0.2619684159977919;0.23717082451262844;0.23717082451262844;0.23717082451262844;0.2619684159977919;0.23717082451262844;0.23717082451262844;0.23717082451262844;0.2619684159977919;0.23717082451262844;0.23717082451262844;0.23717082451262844;0.6865437954763621;0.686836568438571;0.686836568438571;0.686836568438571;0.6865437954763621;0.686836568438571;0.686836568438571;0.686836568438571;0.2619684159977919;0.23717082451262844;0.23717082451262844;0.23717082451262844
3.0;0.41166465371081584;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.41166465371081584;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.41166465371081584;0.3952847075210474;0.3952847075210474;0.3952847075210474;0.7624563678786219;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.7624563678786219;0.7660323462854264;0.7660323462854264;0.7660323462854264;0.41166465371081584;0.3952847075210474;0.3952847075210474;0.3952847075210474
1.0;0.1624591083221647;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.1624591083221647;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.1624591083221647;0.11744404390294069;0.11744404390294069;0.11744404390294069;0.6900655593423543;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.6900655593423543;0.6896563082085964;0.6896563082085964;0.6896563082085964;0.1624591083221647;0.11744404390294069;0.11744404390294069;0.11744404390294069
