Human;biobert_v1.0_pubmed Biosses2017;biobert_v1.0_pubmed nltk2018;biobert_v1.0_pubmed None;biobert_v1.0_pmc Biosses2017;biobert_v1.0_pmc nltk2018;biobert_v1.0_pmc None;biobert_v1.0_pubmed_pmc Biosses2017;biobert_v1.0_pubmed_pmc nltk2018;biobert_v1.0_pubmed_pmc None;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 Biosses2017;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 nltk2018;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 None;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 Biosses2017;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 nltk2018;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16 None;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 Biosses2017;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 nltk2018;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12 None;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 Biosses2017;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 nltk2018;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16 None
2.6666666666666665;0.9576499009961995;0.9590022040198585;0.9625245943470486;0.9576499009961995;0.9590022040198585;0.9625245943470486;0.9576499009961995;0.9590022040198585;0.9625245943470486;0.9686945142287994;0.9663904403081401;0.9665947744211076;0.9686945142287994;0.9663904403081401;0.9665947744211076;0.9686945142287994;0.9663904403081401;0.9665947744211076;0.9686945142287994;0.9663904403081401;0.9665947744211076
1.3333333333333333;0.9548493099004574;0.952922530507474;0.9675441915196812;0.9548493099004574;0.952922530507474;0.9675441915196812;0.9548493099004574;0.952922530507474;0.9675441915196812;0.9544961712106428;0.9614764267308593;0.9585399349215323;0.9544961712106428;0.9614764267308593;0.9585399349215323;0.9544961712106428;0.9614764267308593;0.9585399349215323;0.9544961712106428;0.9614764267308593;0.9585399349215323
4.0;0.9796659359328311;0.9787873806570648;0.9730772481793716;0.9796659359328311;0.9787873806570648;0.9730772481793716;0.9796659359328311;0.9787873806570648;0.9730772481793716;0.9798037328912796;0.9755155706033977;0.9748101973613689;0.9798037328912796;0.9755155706033977;0.9748101973613689;0.9798037328912796;0.9755155706033977;0.9748101973613689;0.9798037328912796;0.9755155706033977;0.9748101973613689
2.6666666666666665;0.959982960850961;0.9531445671711264;0.9588625956292562;0.959982960850961;0.9531445671711264;0.9588625956292562;0.959982960850961;0.9531445671711264;0.9588625956292562;0.9664226520849564;0.9572690974079092;0.9528119876971054;0.9664226520849564;0.9572690974079092;0.9528119876971054;0.9664226520849564;0.9572690974079092;0.9528119876971054;0.9664226520849564;0.9572690974079092;0.9528119876971054
2.6666666666666665;0.9700550496771689;0.9654230290962291;0.9485168584942122;0.9700550496771689;0.9654230290962291;0.9485168584942122;0.9700550496771689;0.9654230290962291;0.9485168584942122;0.964804805309452;0.958307082505234;0.9536359246908572;0.964804805309452;0.958307082505234;0.9536359246908572;0.964804805309452;0.958307082505234;0.9536359246908572;0.964804805309452;0.958307082505234;0.9536359246908572
1.6666666666666667;0.927240673710794;0.9202170663060822;0.9410739169961315;0.927240673710794;0.9202170663060822;0.9410739169961315;0.927240673710794;0.9202170663060822;0.9410739169961315;0.9254655624063304;0.9174576024589782;0.941276655651704;0.9254655624063304;0.9174576024589782;0.941276655651704;0.9254655624063304;0.9174576024589782;0.941276655651704;0.9254655624063304;0.9174576024589782;0.941276655651704
2.3333333333333335;0.9415063532006229;0.9377213948432858;0.9629035390591135;0.9415063532006229;0.9377213948432858;0.9629035390591135;0.9415063532006229;0.9377213948432858;0.9629035390591135;0.917983960600891;0.9160214341950652;0.9463068976337861;0.917983960600891;0.9160214341950652;0.9463068976337861;0.917983960600891;0.9160214341950652;0.9463068976337861;0.917983960600891;0.9160214341950652;0.9463068976337861
1.0;0.9628892839030426;0.9512427544387007;0.9588094162413499;0.9628892839030426;0.9512427544387007;0.9588094162413499;0.9628892839030426;0.9512427544387007;0.9588094162413499;0.9661924203557342;0.9549474758968655;0.9566406373475739;0.9661924203557342;0.9549474758968655;0.9566406373475739;0.9661924203557342;0.9549474758968655;0.9566406373475739;0.9661924203557342;0.9549474758968655;0.9566406373475739
1.6666666666666667;0.9743214626220212;0.9662338591006318;0.9592971839430381;0.9743214626220212;0.9662338591006318;0.9592971839430381;0.9743214626220212;0.9662338591006318;0.9592971839430381;0.9752527898562889;0.967465924169997;0.9597685356626152;0.9752527898562889;0.967465924169997;0.9597685356626152;0.9752527898562889;0.967465924169997;0.9597685356626152;0.9752527898562889;0.967465924169997;0.9597685356626152
3.0;0.9627294594391467;0.9572585774573393;0.9696625589638946;0.9627294594391467;0.9572585774573393;0.9696625589638946;0.9627294594391467;0.9572585774573393;0.9696625589638946;0.9593834974082202;0.9588258324863204;0.959310661274173;0.9593834974082202;0.9588258324863204;0.959310661274173;0.9593834974082202;0.9588258324863204;0.959310661274173;0.9593834974082202;0.9588258324863204;0.959310661274173
1.6666666666666667;0.9463958561610757;0.9501287675791652;0.9620980021813841;0.9463958561610757;0.9501287675791652;0.9620980021813841;0.9463958561610757;0.9501287675791652;0.9620980021813841;0.9591711574868542;0.9587548160322191;0.9619113521973135;0.9591711574868542;0.9587548160322191;0.9619113521973135;0.9591711574868542;0.9587548160322191;0.9619113521973135;0.9591711574868542;0.9587548160322191;0.9619113521973135
1.3333333333333333;0.9360069319121799;0.9380032449056417;0.9507654072091786;0.9360069319121799;0.9380032449056417;0.9507654072091786;0.9360069319121799;0.9380032449056417;0.9507654072091786;0.9492544249050378;0.9605682764768405;0.952047497064026;0.9492544249050378;0.9605682764768405;0.952047497064026;0.9492544249050378;0.9605682764768405;0.952047497064026;0.9492544249050378;0.9605682764768405;0.952047497064026
1.3333333333333333;0.9486377188760678;0.9380892293696367;0.9439781523833887;0.9486377188760678;0.9380892293696367;0.9439781523833887;0.9486377188760678;0.9380892293696367;0.9439781523833887;0.9497313700835873;0.9344202615497599;0.9380592704470021;0.9497313700835873;0.9344202615497599;0.9380592704470021;0.9497313700835873;0.9344202615497599;0.9380592704470021;0.9497313700835873;0.9344202615497599;0.9380592704470021
1.0;0.9337318579240397;0.9141264909383892;0.9122042688751419;0.9337318579240397;0.9141264909383892;0.9122042688751419;0.9337318579240397;0.9141264909383892;0.9122042688751419;0.9378278334158832;0.9326333490452973;0.9162491916185717;0.9378278334158832;0.9326333490452973;0.9162491916185717;0.9378278334158832;0.9326333490452973;0.9162491916185717;0.9378278334158832;0.9326333490452973;0.9162491916185717
1.6666666666666667;0.9545047342100726;0.93473362848108;0.952572197937552;0.9545047342100726;0.93473362848108;0.952572197937552;0.9545047342100726;0.93473362848108;0.952572197937552;0.9198522869998629;0.9188318085591312;0.9513850899869617;0.9198522869998629;0.9188318085591312;0.9513850899869617;0.9198522869998629;0.9188318085591312;0.9513850899869617;0.9198522869998629;0.9188318085591312;0.9513850899869617
2.3333333333333335;0.9678294872910124;0.9629642903905119;0.9685707431543723;0.9678294872910124;0.9629642903905119;0.9685707431543723;0.9678294872910124;0.9629642903905119;0.9685707431543723;0.9445741502947921;0.9415203964754737;0.9665909315618489;0.9445741502947921;0.9415203964754737;0.9665909315618489;0.9445741502947921;0.9415203964754737;0.9665909315618489;0.9445741502947921;0.9415203964754737;0.9665909315618489
3.0;0.9796767381219051;0.9801057603855325;0.9789951180218066;0.9796767381219051;0.9801057603855325;0.9789951180218066;0.9796767381219051;0.9801057603855325;0.9789951180218066;0.9797263164786196;0.9762612687205879;0.9768627259786549;0.9797263164786196;0.9762612687205879;0.9768627259786549;0.9797263164786196;0.9762612687205879;0.9768627259786549;0.9797263164786196;0.9762612687205879;0.9768627259786549
2.3333333333333335;0.9540913637991073;0.9390445386335703;0.9555181329840198;0.9540913637991073;0.9390445386335703;0.9555181329840198;0.9540913637991073;0.9390445386335703;0.9555181329840198;0.9401857299830455;0.9276012051742883;0.9351938744991504;0.9401857299830455;0.9276012051742883;0.9351938744991504;0.9401857299830455;0.9276012051742883;0.9351938744991504;0.9401857299830455;0.9276012051742883;0.9351938744991504
