Human;biobert_v1.0_pubmed;biobert_v1.0_pmc;biobert_v1.0_pubmed_pmc;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12;NCBI_BERT_pubmed_mimic_uncased_L-24_H-1024_A-16;NCBI_BERT_pubmed_uncased_L-12_H-768_A-12;NCBI_BERT_pubmed_uncased_L-24_H-1024_A-16
2.6666666666666665;0.9576499009961995;0.9619407865317992;0.9603613853973365;0.9198919756760399;0.9297775080835119;0.9113091437822176;0.9496538426623949
1.3333333333333333;0.9443627843873593;0.9607593918124634;0.9559133530481074;0.8514072827594954;0.8653959254231681;0.8391921741008388;0.9254759138010578
4.0;0.9796659359328311;0.9753484435894483;0.9791449276701358;0.9338879014137756;0.903343754594813;0.9328312859554897;0.9477665312281726
2.6666666666666665;0.959982960850961;0.9464787164991795;0.9516654896106074;0.85068360486628;0.8495921644369072;0.9206535461739318;0.9190939297127403
2.6666666666666665;0.9700550496771689;0.9549978784459312;0.9547330757045442;0.908218984486369;0.9052542895894726;0.8423671902867714;0.9213756986293519
1.6666666666666667;0.927240673710794;0.943369435801352;0.9304715024751388;0.8151048491999352;0.844722380227531;0.7590758907762447;0.8823042775672747
2.3333333333333335;0.9415063532006229;0.947013204430107;0.9424123201963303;0.8563210634974201;0.8771678308717383;0.8535728484160159;0.928311991188703
1.0;0.9628892839030426;0.9638992220788396;0.9633755075960271;0.8995345387073065;0.9052728564825689;0.8830793851737336;0.9300345239197833
1.6666666666666667;0.9743214626220212;0.9813070429419638;0.9698076243755462;0.9307103497497397;0.9205597064788023;0.9265616652866212;0.9592400987961371
3.0;0.9627294594391467;0.9653195483999969;0.9685571580705155;0.9372636849356331;0.9447952319758168;0.9289201717545638;0.9545851442660267
1.6666666666666667;0.9463958561610757;0.9521538989339365;0.9422782816133553;0.8888715847380411;0.8750713260685486;0.8653739034255337;0.9178012244681917
1.3333333333333333;0.9360069319121799;0.931519884897788;0.9255386344748506;0.8727792011801214;0.8809933016089735;0.8038031841308583;0.8729149855841789
1.3333333333333333;0.9486377188760678;0.9559054799064552;0.9461896957557796;0.8568525613663833;0.8917016171649361;0.8484464798729242;0.9088508612264115
1.0;0.9337318579240397;0.9403057094968642;0.9349582374235027;0.7849827824663138;0.8619712700991488;0.7720931193489937;0.8832853623564011
1.6666666666666667;0.9545047342100726;0.961428466578107;0.9521040680074513;0.788083856366143;0.8601256827223498;0.8027215995900512;0.91655252197498
2.3333333333333335;0.9678294872910124;0.9579124554983297;0.9626318191846068;0.923580316811908;0.891016935204695;0.9233352889982721;0.9513895848723921
3.0;0.9796767381219051;0.9810632080331642;0.9767623042565063;0.9245894281201381;0.8955954115846773;0.9419989486395971;0.9574308385377225
2.3333333333333335;0.9540913637991073;0.9626469959812334;0.9569723686346351;0.8734569139770009;0.8558736487478266;0.9055998861214776;0.9171187300501852
3.0;0.9314590798856902;0.944096162326146;0.9455354204177486;0.8880778483955587;0.9114950685266153;0.892552436635604;0.9297839710219817
