Human;WBSM Lin StanfordCoreNLPv3_9_1;WBSM Lin BioCNLPTokenizer;WBSM Lin WhiteSpace;WBSM Cai StanfordCoreNLPv3_9_1;WBSM Cai BioCNLPTokenizer;WBSM Cai WhiteSpace;WBSM Resnik StanfordCoreNLPv3_9_1;WBSM Resnik BioCNLPTokenizer;WBSM Resnik WhiteSpace;WBSM WuPalmerFast StanfordCoreNLPv3_9_1;WBSM WuPalmerFast BioCNLPTokenizer;WBSM WuPalmerFast WhiteSpace;WBSM JiangConrath StanfordCoreNLPv3_9_1;WBSM JiangConrath BioCNLPTokenizer;WBSM JiangConrath WhiteSpace;WBSM CosNormJConrath StanfordCoreNLPv3_9_1;WBSM CosNormJConrath BioCNLPTokenizer;WBSM CosNormJConrath WhiteSpace
3.5;0.9393364366277241;0.9309493362512627;0.9309493362512627;0.9393364366277241;0.9309493362512627;0.9309493362512627;0.9393364366277241;0.9309493362512627;0.9309493362512627;0.9393364366277241;0.9309493362512627;0.9309493362512627;0.9309493362512627;0.9393364366277241;0.9309493362512627;0.9393364366277241;0.9309493362512627;0.9309493362512627
2.5;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.5879747322073337;0.8587671834622287;0.8587671834622287;0.8587671834622287;0.8587538611150074;0.8587538611150074;0.8587538611150074;0.5879747322073337;0.5879747322073337;0.5879747322073337
3.45;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.6262242910851494;0.9770084209183943;0.9770084209183943;0.9770084209183943;0.9770084209183943;0.9770084209183943;0.9770084209183943;0.6262242910851494;0.6262242910851494;0.6262242910851494
4.0;0.8528028654224418;0.8485281374238569;0.8485281374238569;0.8528028654224418;0.8485281374238569;0.8485281374238569;0.8528028654224418;0.8485281374238569;0.8485281374238569;0.9116846116771036;0.9092121131323904;0.9092121131323904;0.9092121131323904;0.9116846116771036;0.9092121131323904;0.8528028654224418;0.8485281374238569;0.8485281374238569
3.0;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.3464101615137754;0.7979249985750353;0.7979249985750353;0.7979249985750353;0.7979249985750353;0.7979249985750353;0.7979249985750353;0.3464101615137754;0.3464101615137754;0.3464101615137754
2.0;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.45454545454545453;0.7407407407407407;0.7407407407407407;0.7407407407407407;0.7407407407407407;0.7407407407407407;0.7407407407407407;0.45454545454545453;0.45454545454545453;0.45454545454545453
2.5;0.6911089486812976;0.678091890852701;0.678091890852701;0.6911089486812976;0.678091890852701;0.678091890852701;0.6911089486812976;0.678091890852701;0.678091890852701;0.8398412548412547;0.8339078479367937;0.8339078479367937;0.8339078479367937;0.8398412548412547;0.8339078479367937;0.6911089486812976;0.678091890852701;0.678091890852701
3.0;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.5400617248673217;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.8520128672302585;0.5400617248673217;0.5400617248673217;0.5400617248673217
0.0;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.24343224778007383;0.7183254632931731;0.7183254632931731;0.7183254632931731;0.7126966450997985;0.7126966450997985;0.7126966450997985;0.24343224778007383;0.24343224778007383;0.24343224778007383
2.5;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.5222329678670935;0.9036961141150639;0.9036961141150639;0.9036961141150639;0.9036961141150639;0.9036961141150639;0.9036961141150639;0.5222329678670935;0.5222329678670935;0.5222329678670935
3.0;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;0.8970852271450606;1.0;1.0;1.0;1.0;1.0;1.0;0.8970852271450606;0.8970852271450606;0.8970852271450606
0.5;0.3464101615137755;0.3464101615137755;0.2946278254943948;0.3464101615137755;0.3464101615137755;0.2946278254943948;0.3464101615137755;0.3464101615137755;0.2946278254943948;0.7360747380985777;0.7360747380985777;0.7108057085060271;0.7360747380985777;0.7360747380985777;0.7108057085060271;0.3464101615137755;0.3464101615137755;0.2946278254943948
3.0;0.5578319375835659;0.5358258812338201;0.5358258812338201;0.5578319375835659;0.5358258812338201;0.5358258812338201;0.5578319375835659;0.5358258812338201;0.5358258812338201;0.828302688169126;0.8214799971933826;0.8214799971933826;0.8214799971933826;0.828302688169126;0.8214799971933826;0.5578319375835659;0.5358258812338201;0.5358258812338201
4.1;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.85106449634699;0.9304842103984708;0.9304842103984708;0.9304842103984708;0.9304842103984708;0.9304842103984708;0.9304842103984708;0.85106449634699;0.85106449634699;0.85106449634699
3.5;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.7701540462154054;0.9428090415820635;0.9428090415820635;0.9428090415820635;0.9428090415820635;0.9428090415820635;0.9428090415820635;0.7701540462154054;0.7701540462154054;0.7701540462154054
4.0;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9035253315161441;0.9819805060619657;0.9819805060619657;0.9819805060619657;0.9819805060619657;0.9819805060619657;0.9819805060619657;0.9035253315161441;0.9035253315161441;0.9035253315161441
2.5;0.5938156952201644;0.9411764705882353;0.5938156952201644;0.5938156952201644;0.9411764705882353;0.5938156952201644;0.5938156952201644;0.9411764705882353;0.5938156952201644;0.819688599970537;1.0000000000000002;0.819688599970537;1.0000000000000002;0.819688599970537;0.819688599970537;0.5938156952201644;0.9411764705882353;0.5938156952201644
4.0;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9231861823449954;0.9553302944424514;0.9553302944424514;0.9553302944424514;0.9553302944424514;0.9553302944424514;0.9553302944424514;0.9231861823449954;0.9231861823449954;0.9231861823449954
4.0;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.7463904912524668;0.8970852271450604;0.8970852271450604;0.8970852271450604;0.8970852271450604;0.8970852271450604;0.8970852271450604;0.7463904912524668;0.7463904912524668;0.7463904912524668
4.1;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8140915784106942;0.8838834764831844;0.8838834764831844;0.8838834764831844;0.8838834764831844;0.8838834764831844;0.8838834764831844;0.8140915784106942;0.8140915784106942;0.8140915784106942
4.0;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.7888106377466154;0.9004115224620592;0.9004115224620592;0.9004115224620592;0.9011271137791659;0.9011271137791659;0.9011271137791659;0.7888106377466154;0.7888106377466154;0.7888106377466154
3.0;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.7824758900557375;0.9299811099505543;0.9299811099505543;0.9299811099505543;0.9299811099505543;0.9299811099505543;0.9299811099505543;0.7824758900557375;0.7824758900557375;0.7824758900557375
4.0;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.7357672073819589;0.9257557824879351;0.9257557824879351;0.9257557824879351;0.9258200997725516;0.9258200997725516;0.9258200997725516;0.7357672073819589;0.7357672073819589;0.7357672073819589
3.0;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.7500000000000001;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.9285714285714286;0.7500000000000001;0.7500000000000001;0.7500000000000001
4.5;0.9163112959562265;0.9300911864272315;0.915782091251428;0.9163112959562265;0.9300911864272315;0.915782091251428;0.9163112959562265;0.9300911864272315;0.915782091251428;0.9595470773272701;0.9729679679550949;0.9589940926145842;0.9729679679550949;0.9595470773272701;0.9589940926145842;0.9163112959562265;0.9300911864272315;0.915782091251428
3.5;0.8486684247915056;0.8486684247915056;0.8362420100070909;0.8486684247915056;0.8486684247915056;0.8362420100070909;0.8486684247915056;0.8486684247915056;0.8362420100070909;0.9991896272285249;0.9991896272285249;0.9991326973113615;0.9999999999999999;0.9999999999999999;1.0;0.8486684247915056;0.8486684247915056;0.8362420100070909
