Human;BioWordVec_extrinsic Biosses2017;BioWordVec_extrinsic nltk2018;BioWordVec_extrinsic None;BioWordVec_intrinsic Biosses2017;BioWordVec_intrinsic nltk2018;BioWordVec_intrinsic None;bioc_skipgram_defaultchar Biosses2017;bioc_skipgram_defaultchar nltk2018;bioc_skipgram_defaultchar None;bioc_skipgram_Defaultchar200dim_8ene Biosses2017;bioc_skipgram_Defaultchar200dim_8ene nltk2018;bioc_skipgram_Defaultchar200dim_8ene None;bioc_skipgram_Nonechar200dim Biosses2017;bioc_skipgram_Nonechar200dim nltk2018;bioc_skipgram_Nonechar200dim None;stanford_skipgram_nonechar200dim Biosses2017;stanford_skipgram_nonechar200dim nltk2018;stanford_skipgram_nonechar200dim None;stanf_skipgram_defaultchar200dim Biosses2017;stanf_skipgram_defaultchar200dim nltk2018;stanf_skipgram_defaultchar200dim None;BioNLP2016_PubMed-shuffle-win-2 Biosses2017;BioNLP2016_PubMed-shuffle-win-2 nltk2018;BioNLP2016_PubMed-shuffle-win-2 None;BioNLP2016_PubMed-shuffle-win-30 Biosses2017;BioNLP2016_PubMed-shuffle-win-30 nltk2018;BioNLP2016_PubMed-shuffle-win-30 None
3.5;0.9914418963063176;0.9914418963063176;0.9935725754171454;0.9942249304531379;0.9942249304531379;0.995725965368544;0.9934795321557469;0.9934795321557469;0.9950485251480893;0.9948780620884659;0.9948780620884659;0.9961443239304351;0.9953966251655493;0.9953966251655493;0.996676744326667;0.9949296976840352;0.9949296976840352;0.9962314686024668;0.9949157153388555;0.9949157153388555;0.996187699236734;0.9835858397076128;0.9835858397076128;0.9879296188966564;0.9861711582307245;0.9861711582307245;0.9894790745526546
2.5;0.966034506880483;0.966034506880483;0.9621745379902209;0.9746334922160429;0.9746334922160429;0.971883201536337;0.9709956852807671;0.9709956852807671;0.9674034213526823;0.9765859646466808;0.9765859646466808;0.9743636055263646;0.9779689610224032;0.9779689610224032;0.9754807055438193;0.9754242034583451;0.9754242034583451;0.9722513098760927;0.9767502313976336;0.9767502313976336;0.9744342578817282;0.9618705804378685;0.9618705804378685;0.9545715003086238;0.960418734383024;0.960418734383024;0.9575925350675726
3.45;0.970837700487206;0.970837700487206;0.9815728293435808;0.9800892692040465;0.9800892692040465;0.9880742074963252;0.9754990860424549;0.9754990860424549;0.9855632325658155;0.980278355698431;0.980278355698431;0.9885143094494553;0.9842163909351779;0.9842163909351779;0.9909279872648961;0.9809227900518618;0.9809227900518618;0.9885223602522638;0.9810276663566645;0.9810276663566645;0.9885001994721347;0.9576881989559919;0.9576881989559919;0.9648965523946291;0.9607751311872922;0.9607751311872922;0.9730612601523378
4.0;0.9859366499545017;0.9859366499545017;0.9916514502241852;0.9891149372026834;0.9891149372026834;0.9936996743028526;0.9872540448015207;0.9872540448015207;0.9921486384104228;0.9891905131981741;0.9891905131981741;0.9935119110352727;0.9905304589325952;0.9905304589325952;0.994424720132729;0.9889858228828335;0.9889858228828335;0.9934517534131466;0.9893445071498177;0.9893445071498177;0.9936417813093585;0.9829733904391085;0.9829733904391085;0.9886954640648971;0.97978833528858;0.97978833528858;0.9870838875693171
3.0;0.9045898935842455;0.9045898935842455;0.9519472532788936;0.9214955281583381;0.9214955281583381;0.9635901374614008;0.9197462032794537;0.9197462032794537;0.9594017268913076;0.9337954748335591;0.9337954748335591;0.9679759143287245;0.9331370026276313;0.9331370026276313;0.971791517188517;0.933060128578622;0.933060128578622;0.968619168306759;0.937889760482019;0.937889760482019;0.9689584968950392;0.8849123304584389;0.8849123304584389;0.9277580088737996;0.8928343603763218;0.8928343603763218;0.936011373723582
2.0;0.889793221843041;0.889793221843041;0.9240074826149691;0.9089501555817571;0.9089501555817571;0.9411895707742258;0.8943829432630603;0.8943829432630603;0.9295641180833997;0.9113685432687604;0.9113685432687604;0.9437616370169192;0.9128225371622355;0.9128225371622355;0.9436850029946615;0.9039564662203371;0.9039564662203371;0.9357440430358858;0.9113982643880211;0.9113982643880211;0.9431649308567077;0.8569576692064703;0.8569576692064703;0.8959072442408512;0.8718936440508332;0.8718936440508332;0.902225612655367
2.5;0.967261092029309;0.967261092029309;0.9834191025944734;0.9760217694421474;0.9760217694421474;0.9880535101533444;0.9718064749911444;0.9718064749911444;0.9857907978114796;0.976659264941252;0.976659264941252;0.9885219090424282;0.9794215599707267;0.9794215599707267;0.9897144218372362;0.9771280482970195;0.9771280482970195;0.9885625421034125;0.9773268015242199;0.9773268015242199;0.9888598512141271;0.9625914388250701;0.9625914388250701;0.9792770495671917;0.9614916414555078;0.9614916414555078;0.9785413722408847
3.0;0.9414596587271085;0.9414596587271085;0.9444165727485196;0.955125674747417;0.955125674747417;0.9577274333728417;0.950010647077401;0.950010647077401;0.9539633954734867;0.948890217082424;0.948890217082424;0.9544955900248622;0.9575365529772304;0.9575365529772304;0.9613213241792435;0.949947634949089;0.949947634949089;0.9539669974122463;0.9489446931154099;0.9489446931154099;0.9544421578021842;0.9252613902760926;0.9252613902760926;0.9255261500610087;0.9271152784807692;0.9271152784807692;0.9308060123199294
0.0;0.7655549485254375;0.7655549485254375;0.9168586894966927;0.817556379666475;0.817556379666475;0.9408406150148314;0.7518361468834928;0.7518361468834928;0.9166389413076609;0.794362815966025;0.794362815966025;0.9332825181228661;0.813061659928149;0.813061659928149;0.9422428633265831;0.8002372999855616;0.8002372999855616;0.9353902396341617;0.7998295331962775;0.7998295331962775;0.9350486822265246;0.6625064770083727;0.6625064770083727;0.8737615513685929;0.696795248548284;0.696795248548284;0.8795096307006843
2.5;0.8664614624273418;0.8664614624273418;0.8810096202806795;0.8737390145386297;0.8737390145386297;0.8887442335606246;0.8804170189690401;0.8804170189690401;0.8914827480689018;0.8964289512245491;0.8964289512245491;0.9072250542066415;0.8997975173347527;0.8997975173347527;0.9115152561423416;0.8948898893362257;0.8948898893362257;0.9061124891607653;0.8987370556999031;0.8987370556999031;0.909291653972496;0.870618630717522;0.870618630717522;0.8826099316533016;0.8316437366045955;0.8316437366045955;0.8449723891048015
