Human;biobert_v1.0_pubmed REDUCE_MEAN;biobert_v1.0_pubmed REDUCE_MAX;biobert_v1.0_pubmed REDUCE_MEAN_MAX;biobert_v1.0_pubmed FIRST_TOKEN;biobert_v1.0_pubmed LAST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 FIRST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 LAST_TOKEN
4.0;0.9803725921646519;0.9524229464234607;0.962187484801694;0.9724991621239548;0.998096736259247;0.9394750381720973;0.9402701087720429;0.9401131020233366;0.7927338698317704;0.9991247465817799
3.0;0.9620115244412977;0.9329483821218894;0.942525752799123;0.9427289562857593;0.9970569637816499;0.8781795919428793;0.9139565289821326;0.9065180415920312;0.7730493693977362;0.9984072574318178
2.2;0.9551554476357665;0.9129303236347261;0.9289227149554001;0.9298829316948188;0.9965587601202519;0.8697619815736625;0.9095823104044269;0.9014162831739423;0.521323574066872;0.9974963726164985
3.2;0.9594065857251226;0.9323702116209918;0.9411388955351633;0.9444280973864025;0.9974500897561852;0.9280503198372988;0.9352780036140426;0.9335764752260939;0.868908093238406;0.999184788933843
3.2;0.9765064793129237;0.9331908749851133;0.9470910561915435;0.9578371194586778;0.9977107148525547;0.9175669336483652;0.9185288626896247;0.918129275848575;0.7957398367210151;0.9988813710652049
3.2;0.9608962875989476;0.9193394880860718;0.935488624971152;0.9291413624647018;0.9962414497211797;0.9188116149975023;0.916816351572188;0.9171999190403874;0.8042454268280513;0.9987897488872043
1.4;0.929543129070712;0.8904263932597618;0.9030370935451858;0.9190327730865432;0.9951015450893683;0.8257443252369746;0.8958850241198081;0.8818919331911627;0.7328861894962146;0.99816367208957
3.0;0.9790157754391721;0.937575732522772;0.9524991927415772;0.9626175636764671;0.9963370965954819;0.8997746713944533;0.9146702272555073;0.9116055345765541;0.5197244319330552;0.9978522991066486
1.4;0.9036005961461956;0.8862068658425214;0.8922233782820251;0.8828430716628378;0.9924202370418799;0.7662786381426211;0.8863155769273738;0.8653929806495438;0.7067937108905703;0.9970489454975188
3.0;0.9430844001552131;0.8998873141028081;0.9137264596333297;0.8881864457736554;0.9962158126298826;0.8705817647037837;0.8968261514534454;0.8915525296831986;0.8363757599479587;0.9974929567428032
3.0;0.9516519463720495;0.9102848229872018;0.9266786767525909;0.9199174116905809;0.9968095218539452;0.8728308003472816;0.8997963876541277;0.8945721123386334;0.7348042606307711;0.9975614270439671
1.0;0.9370572371409075;0.8734380876748065;0.8967316898951043;0.9136066116066459;0.9915592511297616;0.7917919441686228;0.8618707169895699;0.8449530296255182;0.7571889091753832;0.9952946217983363
3.0;0.9574284848328554;0.9127105168053101;0.9285720937118973;0.9225354740309084;0.9965761492291795;0.8884382157110157;0.9118657800025227;0.9065712622025826;0.833040040971851;0.9981628369502373
2.0;0.9602157288061016;0.9097776554316117;0.9278637088149285;0.9320402038697142;0.9971407933439862;0.859750437888079;0.9108699161316413;0.902138965278122;0.6200307087949017;0.9975866294109181
2.4;0.9774970778146579;0.9484889124213184;0.9595849201869004;0.9233371634373172;0.9981015399037387;0.9089245674886572;0.9360411943827375;0.9298921884758413;0.6019956483892367;0.9973530629534999
3.4;0.9604785655369951;0.9215520542431286;0.9353044585077507;0.9350870019827777;0.9943439666437928;0.8534215590439586;0.9013375413417284;0.8911330957131725;0.8548713353527972;0.9972854950204305
3.0;0.9465261653394016;0.9148879768822805;0.9259474917933158;0.9112635739298175;0.997476340516704;0.9116160623914034;0.9385998878505155;0.9337023295508463;0.8824547531623189;0.9984262188923915
2.0;0.9530329600019062;0.9130881616806763;0.9271760689445714;0.9208330771845767;0.996313121827076;0.878737204216924;0.9161876772780333;0.9087500031135234;0.9188527594499292;0.9985534040970214
