Human;biobert_v1.0_pubmed REDUCE_MEAN;biobert_v1.0_pubmed REDUCE_MAX;biobert_v1.0_pubmed REDUCE_MEAN_MAX;biobert_v1.0_pubmed FIRST_TOKEN;biobert_v1.0_pubmed LAST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 FIRST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 LAST_TOKEN
3.5;0.9876574375138553;0.965435725799843;0.9730046084507326;0.9721916828351519;0.9989081096926534;0.9782861887304307;0.9727010705267587;0.9735983896377797;0.9609300701684981;0.9997294349267063
2.5;0.9747382625339341;0.9578402820150647;0.9646666742470469;0.9480408588143735;0.9983649521446272;0.9618940847075031;0.9673680950010733;0.9662518781558681;0.9223249904254185;0.9995185830925489
3.45;0.9819098925897315;0.9559260204673716;0.9651198926925758;0.9699965384022211;0.9989307371865462;0.9636969270403386;0.9592123738510644;0.9600917525503639;0.958031947737458;0.9993886251074083
4.0;0.9778680055806475;0.9514576707758315;0.961872831267729;0.9678550988298474;0.9981278779000722;0.9046541940583498;0.9344245033318511;0.9287739584707527;0.5069950013932351;0.9984887710872055
3.0;0.9673964510549724;0.9291557045560498;0.9433322704188131;0.9426676275655723;0.9978107870223546;0.9013442966084407;0.9089491006364365;0.9071574445257474;0.7836958351672815;0.9984637176586584
2.0;0.971299933356351;0.9439460559775109;0.9543401296696772;0.9664359090646634;0.997780141676332;0.9147232464071139;0.9428074959865343;0.9374020033576682;0.8523963633450529;0.9990902590395281
2.5;0.9792003389542352;0.9513095548573113;0.9618777212705947;0.977402495195487;0.9979700628496755;0.9392478115560888;0.9553406063106583;0.952412347758121;0.9294700329511533;0.9994405051226176
3.0;0.9804003229373939;0.9438599287018756;0.9571195602683805;0.9858922053326227;0.9982527142054434;0.9426945244807331;0.942053654617309;0.9420027140893491;0.9792167574567536;0.9993767919162517
0.0;0.9263228112028749;0.8799080485128836;0.8974778526796027;0.9255901905724734;0.9914247055020581;0.691156579015585;0.8610785267032692;0.8282993959761036;0.6266483606018474;0.9962118234074684
2.5;0.9693888481733585;0.9312522263493647;0.9466597124943547;0.9725786967480929;0.9971730811120906;0.9024210066216146;0.9338473833382201;0.928091109106001;0.9575491565380936;0.9986814228597922
3.0;0.9947964027274135;0.9834710783898666;0.9881206476625395;0.9782073507033044;0.9988058577928636;0.9708708910333445;0.9723404661597893;0.9720497703551506;0.8985686257159007;0.9994027301192228
0.5;0.9131221748732667;0.8880306297239983;0.8966712528616007;0.9111831254697916;0.9949704135990087;0.6549920705966088;0.8593688275975412;0.822375728006001;0.5619623827056441;0.9937772214691191
3.0;0.9744648966230841;0.9449878714386764;0.956248551262071;0.9581859950432501;0.9968138913747688;0.9509548596698237;0.9592518735110164;0.9578221058462617;0.934610031189939;0.9995066897234023
4.1;0.9958969339339111;0.9823625469701446;0.9877936461415406;0.9957022683811599;0.9996133362261385;0.989536006859589;0.989014634770555;0.9890928560850099;0.9962224290613245;0.9998488142057175
