Human;biobert_v1.0_pubmed REDUCE_MEAN;biobert_v1.0_pubmed REDUCE_MAX;biobert_v1.0_pubmed REDUCE_MEAN_MAX;biobert_v1.0_pubmed FIRST_TOKEN;biobert_v1.0_pubmed LAST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 REDUCE_MEAN_MAX;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 FIRST_TOKEN;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 LAST_TOKEN
2.6666666666666665;0.9625245943470486;0.9190849102455436;0.9333586719502679;0.9594848559555531;0.9981098624678054;0.862909914775055;0.9065289446205858;0.8979281231677071;0.7495754172842409;0.9985001938024445
1.3333333333333333;0.9675441915196812;0.9230304967375053;0.9384222124626025;0.927132186758445;0.9969276122920532;0.8451624474705216;0.8990631398711684;0.8849485569784468;0.7023019514872656;0.9980757990743901
4.0;0.9730772481793716;0.9353770442498363;0.9497864096140901;0.9516911992669297;0.9960692442889686;0.9263015504359753;0.9260283813110759;0.9259639209478455;0.9338563667567483;0.9987298036316309
2.6666666666666665;0.9588625956292562;0.9126630238969319;0.9284749359114723;0.9434156131385263;0.9977868721103695;0.8663260933448399;0.902596329602668;0.894534219032774;0.8450566453631141;0.9980368796957356
2.6666666666666665;0.9485168584942122;0.9121645064046981;0.9246419322046509;0.9264732703371142;0.9968437698923216;0.8778298282493285;0.8987449943709878;0.8945382202253577;0.7459433933091544;0.9980503372216608
1.6666666666666667;0.9410739169961315;0.9127445257189445;0.9218859200864217;0.9331822990934306;0.9971445242136174;0.7666904739447372;0.8870290465774057;0.864142659718051;0.6239461035169742;0.9975968470782748
2.3333333333333335;0.9629035390591135;0.9116987089510968;0.9314155151925915;0.928071009516241;0.9938347010526639;0.8266170941203713;0.8877671109581674;0.8737043373273367;0.4713911360095893;0.9968289386052526
1.0;0.9588094162413499;0.9184558938579951;0.9316770775427183;0.9634712703908727;0.9980284969339863;0.8606000494256862;0.8979693856620287;0.8901144526924806;0.8149905439515218;0.9978233520076588
1.6666666666666667;0.9592971839430381;0.9163464690149811;0.9310270360825806;0.94092726367653;0.9970517703647559;0.8484293950902895;0.9095096235874811;0.8984339132446492;0.8547890707842561;0.9979653949337373
3.0;0.9696625589638946;0.9229116188143097;0.9401876835284431;0.9482449539521313;0.9913220718115053;0.939649038092267;0.9356702502860555;0.9357268411188302;0.9336142394811012;0.9990841509806824
1.6666666666666667;0.9620980021813841;0.9079531598010835;0.9271343387786418;0.969335469445013;0.9948423495914475;0.8936691521093247;0.906074405506563;0.9031792578196167;0.9039116848178435;0.9988200933876321
1.3333333333333333;0.9507654072091786;0.9119288584195694;0.925662524747318;0.9423327276441598;0.9975031130839491;0.8897076450067795;0.8985534231101477;0.8963105035931251;0.8955121583729323;0.9983971273603901
1.3333333333333333;0.9439781523833887;0.9114137965629051;0.9210263122706954;0.9234489200291772;0.9965691482927347;0.8395401884971632;0.9040249230170783;0.8911748140878061;0.7337649295756435;0.9969800145717677
1.0;0.9122042688751419;0.870413796560855;0.8714483204236247;0.8855973635986306;0.9938938021167607;0.7797033447727026;0.8406270714170664;0.8184378717855559;0.7921515288168568;0.9964590717649129
1.6666666666666667;0.952572197937552;0.880721815407442;0.8978819050448137;0.9115302369540055;0.9969454209869456;0.8237015631957632;0.8642933801866076;0.8463097413818338;0.4832339320693503;0.9957730523709568
2.3333333333333335;0.9685707431543723;0.9133079424733898;0.9317465963417632;0.9349647350165958;0.9974602068295648;0.8773947078141071;0.9082190445298581;0.9016085441985989;0.721651425154622;0.9978867289512376
3.0;0.9789951180218066;0.9363761408358487;0.9496042435087229;0.9424235920690025;0.9986750075503046;0.9316023765829183;0.9168719627406425;0.9190610753438123;0.8675578417162655;0.9991222417895447
2.3333333333333335;0.9555181329840198;0.9103182961985803;0.924596192185955;0.9398823249396921;0.9973897585534017;0.8402136017761462;0.8918271408508157;0.8821462051001626;0.6573973949814204;0.9969152699983431
3.0;0.9407366210998168;0.9034816439815181;0.9155537236407654;0.8485443797424964;0.9936972384936426;0.9016397628140831;0.9144094892135967;0.9113186332432136;0.8834192473134441;0.9979847696156394
1.6666666666666667;0.957820138409422;0.9094894980390641;0.9256028832741975;0.9026214322430614;0.9958305023591931;0.8876812790302551;0.9117369757325077;0.9069748669989797;0.8177361843149016;0.9986856099271361
3.0;0.9550663257749448;0.9097350193197239;0.9252103301835181;0.9099840103888888;0.9953492611272398;0.8468036287630636;0.9012986270396944;0.889244161749798;0.7106267382055881;0.9979702285750228
2.6666666666666665;0.9583263787135544;0.9181033796613145;0.9321000438724475;0.9377475795639536;0.9972955181913703;0.8223168994008396;0.8948368742559988;0.8805060000596928;0.6772606500000076;0.9978494433419911
1.6666666666666667;0.9456201608530347;0.9099437996561083;0.9221020288675691;0.9055944520555167;0.9917416137386308;0.8574442912147665;0.9015795224667493;0.8922182240356227;0.8554969870450477;0.9975981609139353
3.0;0.955030885545007;0.9060942039397853;0.9224873828909057;0.8705405298309059;0.9928917625052542;0.9106578183939724;0.9176135647681825;0.9155647326865423;0.7134056436074183;0.9980252935733076
2.6666666666666665;0.9537543877484391;0.9083902055530022;0.9243779134137347;0.9343701142579587;0.9963243196199439;0.8606771567285848;0.9039838384868495;0.8950811027070054;0.872512120404931;0.9986798289494001
2.6666666666666665;0.9612267133818414;0.9313173171605031;0.9418763607131653;0.8991347035203807;0.9961714632002553;0.8960588986318474;0.9225891664694851;0.9170017123112834;0.6344790197358449;0.998076563734252
2.0;0.9456033646585698;0.9133503954766157;0.9245538950402831;0.9331800644916033;0.9955710784009771;0.9018032171301165;0.9299484333495512;0.9244934930847644;0.6790590729645103;0.9980868469996407
2.0;0.9629209060620421;0.9196121299376218;0.935185010001835;0.9222045917831756;0.996835366579024;0.8245360154351884;0.8926552959620955;0.879996138670857;0.7466629080592357;0.9973627480119056
