Human;biobert_v1.0_pubmed None;biobert_v1.0_pubmed Default;biobert_v1.0_pubmed BIOSSES;biobert_v1.0_pubmed Blagec;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 None;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 Default;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 BIOSSES;NCBI_BERT_pubmed_mimic_uncased_L-12_H-768_A-12 Blagec
2.6666666666666665;0.9625245943470486;0.9652191016838343;0.9566216789856733;0.9566216789856733;0.9665947744211076;0.9688844724559329;0.9654618624723914;0.9654618624723914
1.3333333333333333;0.9675441915196812;0.9674656676581554;0.9669733824937085;0.9669733824937085;0.9585399349215323;0.9635316817759215;0.968880953064637;0.968880953064637
4.0;0.9730772481793716;0.9780548889693146;0.9776176008074033;0.9776176008074033;0.9748101973613689;0.979031452740958;0.9789485973602602;0.9789485973602602
2.6666666666666665;0.9588625956292562;0.9569179821741921;0.9593714565238904;0.9593714565238904;0.9528119876971054;0.9487940635526384;0.9567607759906274;0.9567607759906274
2.6666666666666665;0.9485168584942122;0.9587309777451859;0.9488904646344476;0.9488904646344476;0.9536359246908572;0.9608274734441382;0.9538917113960251;0.9538917113960251
1.6666666666666667;0.9410739169961315;0.9149565324095013;0.9433287294619991;0.9433287294619991;0.941276655651704;0.9196157305409745;0.9431121440129883;0.9431121440129883
2.3333333333333335;0.9629035390591135;0.9576061443177998;0.9638071114321498;0.9638071114321498;0.9463068976337861;0.9524538400213168;0.950083896307541;0.950083896307541
1.0;0.9588094162413499;0.9465542001344622;0.9622892742000061;0.9622892742000061;0.9566406373475739;0.9484524985584138;0.9565522623652766;0.9565522623652766
1.6666666666666667;0.9592971839430381;0.9539953257884778;0.9665541884771991;0.9665541884771991;0.9597685356626152;0.9589118742225925;0.9669346933396317;0.9669346933396317
3.0;0.9696625589638946;0.9664687695095993;0.9693292900229343;0.9693292900229343;0.959310661274173;0.9595598224761309;0.9614412360088322;0.9614412360088322
1.6666666666666667;0.9620980021813841;0.9664608989040048;0.9624833384725381;0.9624833384725381;0.9619113521973135;0.9610226758702433;0.9643056179309748;0.9643056179309748
1.3333333333333333;0.9507654072091786;0.9582123325306899;0.9453621080257363;0.9453621080257363;0.952047497064026;0.9663851697927248;0.9539462902915876;0.9539462902915876
1.3333333333333333;0.9439781523833887;0.953791542100146;0.9481406582100494;0.9481406582100494;0.9380592704470021;0.9577276399715182;0.94339506974426;0.94339506974426
1.0;0.9122042688751419;0.9206451325133969;0.9169708890924432;0.9169708890924432;0.9162491916185717;0.9477333072612173;0.9262664743040608;0.9262664743040608
1.6666666666666667;0.952572197937552;0.9504287012851437;0.9537639378833678;0.9537639378833678;0.9513850899869617;0.9408155062980676;0.9545303748466;0.9545303748466
2.3333333333333335;0.9685707431543723;0.9684135743347736;0.9678257389034073;0.9678257389034073;0.9665909315618489;0.9559633119756411;0.9703985709586674;0.9703985709586674
3.0;0.9789951180218066;0.981114334442549;0.9781793283101364;0.9781793283101364;0.9768627259786549;0.9820401394300806;0.9805133916366674;0.9805133916366674
2.3333333333333335;0.9555181329840198;0.9580311710135503;0.9491964670788041;0.9491964670788041;0.9351938744991504;0.9487419368396519;0.9441070747696363;0.9441070747696363
3.0;0.9407366210998168;0.9501470515763452;0.9444636275006897;0.9444636275006897;0.9341231235278311;0.9473241318982184;0.9381329234603344;0.9381329234603344
1.6666666666666667;0.957820138409422;0.9699380583850262;0.9757588218719339;0.9757588218719339;0.9551916669377349;0.9701719927012122;0.9739556762451755;0.9739556762451755
3.0;0.9550663257749448;0.9555130666671636;0.953860569398917;0.953860569398917;0.9545899771337217;0.9463201505347596;0.953487293789582;0.953487293789582
2.6666666666666665;0.9583263787135544;0.9312304669902645;0.9594266225181431;0.9594266225181431;0.9531998368017979;0.9435501534668875;0.9564907924569784;0.9564907924569784
1.6666666666666667;0.9456201608530347;0.925369316811055;0.9465812014128425;0.9465812014128425;0.9458872371355401;0.9334834483042027;0.9465080145657179;0.9465080145657179
3.0;0.955030885545007;0.9485903918084635;0.9540522693738542;0.9540522693738542;0.9501475743100192;0.9513080926138511;0.9508635235614358;0.9508635235614358
2.6666666666666665;0.9537543877484391;0.9434140225032772;0.9590684658971673;0.9590684658971673;0.9429751574996121;0.9524902834982162;0.9509500699323019;0.9509500699323019
2.6666666666666665;0.9612267133818414;0.97227133849363;0.9685333976795842;0.9685333976795842;0.9661346948376989;0.976148484941925;0.9735789245771056;0.9735789245771056
