Human;sent2vec Biosses2017StopWords;sent2vec nltk2018StopWords;sent2vec NoneStopWords
3.5;0.954742657164928;0.954742657164928;0.9586757041657976
2.5;0.8499652919309026;0.8499652919309026;0.8267539115098456
3.45;0.805536528596124;0.805536528596124;0.8119276318708842
4.0;0.9632233888294964;0.9632233888294964;0.9648234132220527
3.0;0.5447641979088302;0.5447641979088302;0.5757870344821654
2.0;0.6515263256897698;0.6515263256897698;0.6552645221828359
2.5;0.8550558521656575;0.8550558521656575;0.861464268220002
3.0;0.800135642418545;0.800135642418545;0.7857021529432374
0.0;0.30559517440320144;0.30559517440320144;0.3601053149464766
2.5;0.6708616279323315;0.6708616279323315;0.7116103333027419
3.0;0.9023893973878088;0.9023893973878088;0.9203415644777324
0.5;0.3751326848110024;0.4076781187743094;0.4670332916142434
3.0;0.763128052534661;0.763128052534661;0.7514236580397958
4.1;0.9039048784062119;0.9039048784062119;0.9121385441273134
3.5;0.8879321621609314;0.8879321621609314;0.8135383827499875
4.0;0.9690928656360823;0.9690928656360823;0.9652062137762676
2.5;0.7166739952477625;0.7166739952477625;0.723747382708242
4.0;0.9632165535965581;0.9632165535965581;0.9580988599505242
4.0;0.9255875100841627;0.9255875100841627;0.925473808906506
4.1;0.8608462314754143;0.8608462314754143;0.8030887611806754
4.0;0.899118608533704;0.899118608533704;0.8901071154670085
3.0;0.9121701425533144;0.9121701425533144;0.903392480657619
4.0;0.9098014612900245;0.9098014612900245;0.8951921021143049
3.0;0.8399957239142332;0.8399957239142332;0.8493403118559184
4.5;0.9748487235798352;0.9776961877218167;0.9666898530275703
3.5;0.9107495935517704;0.905679206894424;0.9028421181355674
3.5;0.40721753573134817;0.40721753573134817;0.5338960545348952
3.0;0.9229961531892565;0.9229961531892565;0.9148094591518228
3.5;0.9736063044128597;0.9736063044128597;0.9693161044696645
4.0;0.9931810039098642;0.9931810039098642;0.992328633872789
4.0;0.9800082660294233;0.9800082660294233;0.9801641227954034
4.0;0.952147173122007;0.952147173122007;0.9464835845755362
3.0;0.8714529475479316;0.8714529475479316;0.8845579971308702
2.5;0.8684560143017742;0.8684560143017742;0.8741678671075696
2.5;0.519586074991165;0.5263520686383004;0.6517297260180857
3.0;0.8461892765920859;0.8461892765920859;0.8497064581094939
0.0;0.22402870985319004;0.22402870985319004;0.257042509423525
4.25;0.8683012391915692;0.8683012391915692;0.8234134175702483
3.0;0.7194630122972083;0.7194630122972083;0.7426961873645156
3.0;0.7744369781897474;0.7744369781897474;0.767322111353931
4.0;0.8359046730919866;0.8359046730919866;0.7994664019099715
0.0;0.40408023952048155;0.40796804995938374;0.4328594318430134
3.5;0.8404591187158498;0.8404591187158498;0.8215264083200425
1.0;0.4514846854197829;0.45080066870819774;0.4797068386913042
0.0;0.2653245592795728;0.2653245592795728;0.3524183796810935
1.5;0.6294696004625775;0.6294696004625775;0.7029024855334151
3.6;0.6908975411942282;0.6908975411942282;0.7442488480476954
3.0;0.9085973355123146;0.904072058064706;0.910903519621569
3.0;0.8874805069993071;0.8853403252517663;0.8938708501154423
5.0;0.9524118705260286;0.9524118705260286;0.9064116635985602
3.5;0.6336731033465888;0.6336731033465888;0.6063460224475776
0.0;0.27591196769922055;0.31705942905676626;0.3567174343921793
4.0;0.8106670307441675;0.7978763916315385;0.8147903790603332
4.5;0.9631285427718264;0.9631285427718264;0.9690641226552088
3.0;0.8649048741720899;0.8649048741720899;0.8661629435453607
3.5;0.9228688301356132;0.9228688301356132;0.8913972046830357
4.0;0.9439851381928498;0.9439851381928498;0.9462194014843034
3.0;0.9167030030650304;0.9167030030650304;0.92308505219451
3.0;0.8253289577013908;0.8253289577013908;0.8042468585851081
3.5;0.8840788551421809;0.8840788551421809;0.8766576656029342
2.5;0.5793203824635442;0.5793203824635442;0.6214263592591359
3.5;0.884102337833011;0.884102337833011;0.886376110824124
3.5;0.5003759467150942;0.5537208338556612;0.5566831023849097
3.0;0.9033818374198157;0.9033818374198157;0.9000441760897592
4.5;0.7933627525022157;0.7933627525022157;0.5914099051687125
2.5;0.6225208724441882;0.5984680634918753;0.6309929436613247
3.5;0.6187282318253179;0.6187282318253179;0.6333403135403248
3.0;0.8879761977783918;0.8879761977783918;0.8569513233020927
2.5;0.8102624002188741;0.8102624002188741;0.8187259561567193
4.0;0.8564633420736204;0.8564633420736204;0.833337649199799
3.5;0.9090907966077258;0.9090907966077258;0.8824531633695452
3.5;0.6138976278772094;0.6138976278772094;0.6535315054121379
3.0;0.8791088717503751;0.8791088717503751;0.8978797071225952
2.5;0.9350292220729961;0.9350292220729961;0.9331724153837658
4.0;0.8603967508047795;0.8603967508047795;0.8119095725300063
3.5;0.6262156152729073;0.576323032910828;0.7023160393003274
2.5;0.5576749575382041;0.5668008643669735;0.6001985880280267
2.5;0.8812546441671648;0.8812546441671648;0.8861542912782879
5.0;0.9553808507829953;0.9553808507829953;0.8930226311590652
4.25;0.7983493644874863;0.8214576422652393;0.837606240086917
2.5;0.7658207860093096;0.7658207860093096;0.7626558084349815
2.95;0.8671138669412501;0.8671138669412501;0.9060644381891705
3.0;0.8962021454993938;0.8962021454993938;0.9026205866794811
3.45;0.9325215400096204;0.9325215400096204;0.9341216560352599
2.5;0.8677532293226583;0.8677532293226583;0.8732122647453674
0.5;0.7135244638352631;0.7135244638352631;0.7367211565313693
4.5;0.5582004473972139;0.5582004473972139;0.5633930705097203
2.0;0.5926516469442366;0.5926516469442366;0.5610955772928238
2.0;0.6806224731813225;0.688829971294665;0.6595271212730895
3.5;0.9557640245672085;0.9656893579653376;0.9653815859903919
3.5;0.9077254175360773;0.9077254175360773;0.899360452684647
4.0;0.8485085334723594;0.8485085334723594;0.9275751423188683
3.5;0.9463953269418074;0.9463953269418074;0.9340410508468965
4.0;0.9333230417409423;0.9318829099267821;0.932841187201901
2.5;0.6076076545827552;0.6055430063606372;0.7054655359607942
3.0;0.8159347982170042;0.8204492155033429;0.8130860530736397
3.0;0.6922677687677538;0.6922677687677538;0.6779817533722897
3.0;0.6082851220700628;0.6082851220700628;0.6148942860034589
1.0;0.3781805459834296;0.3781805459834296;0.4054633059598275
2.0;0.7726733794552091;0.7726733794552091;0.7996812395538264
2.0;0.34730352495684325;0.34730352495684325;0.3982262559533925
4.5;0.9586727721647142;0.9586727721647142;0.9395761355862304
4.0;NaN;NaN;NaN
3.0;0.9540914246302487;0.9540914246302487;0.9487958441882502
3.0;0.871495662450668;0.871495662450668;0.916345279631316
4.15;0.888693745312066;0.888693745312066;0.8853915136558024
2.5;0.6731447351023493;0.6731447351023493;0.6914909362875853
3.5;0.738423721325773;0.738423721325773;0.7487242317211147
4.0;0.6334958023712899;0.5861633473181127;0.6187698541621661
5.0;0.9914991481261404;0.9914991481261404;0.9529307972123292
4.8;0.963863024040645;0.963863024040645;0.9621686475515671
0.0;0.1829259316877792;0.1829259316877792;0.23808827810344327
4.6;0.8603187641928033;0.8603187641928033;0.8494155054600312
3.0;0.7900483174048853;0.7950482584779045;0.7945269038446688
2.7;0.670840362992813;0.670840362992813;0.6572157071694391
3.6;0.9474552213831271;0.9474552213831271;0.9468290638027572
3.75;0.9397959477664733;0.9397959477664733;0.9417680150249081
3.65;0.7625946795686921;0.7625946795686921;0.7608326570347257
0.0;0.42727384061164736;0.42727384061164736;0.5487609247505556
3.0;0.7205448420289019;0.7205448420289019;0.7587043993227438
4.75;0.9317771174585774;0.9317771174585774;0.908291295995654
3.6;0.9750590836148522;0.9750590836148522;0.9761850351985987
3.5;0.8987228406494164;0.8987228406494164;0.9099316550323238
2.75;0.8018628702832892;0.8015518853479338;0.7901496447565947
5.0;0.9209462614576378;0.9209462614576378;0.8705253387576412
4.0;0.7575059637847427;0.7188197089048052;0.7372660234798029
3.0;0.8836565370905474;0.8836565370905474;0.8778487841022236
3.5;0.7730224932816583;0.7730224932816583;0.7623605767852527
3.35;0.7953128915444514;0.7953128915444514;0.750972579327309
3.2;0.8831308480144505;0.8831308480144505;0.8959631775301891
3.6;0.7386840041771005;0.7386840041771005;0.7638491226712282
3.75;0.8976024334295961;0.8976024334295961;0.8959257012952235
4.0;0.9391081668210505;0.9391081668210505;0.9578602969191692
3.75;0.9185629463556367;0.9185629463556367;0.9234354588870536
3.5;0.8574650125978056;0.8574650125978056;0.8580766003294183
3.5;0.9156282059912922;0.9156282059912922;0.9006988437881668
4.25;0.906894099189372;0.906894099189372;0.9459183991526187
0.0;0.2705818430977582;0.2705818430977582;0.36586247208618816
3.5;0.8628597861920639;0.8628597861920639;0.859506032192834
2.75;0.6362556291904898;0.6362556291904898;0.6498215803145944
5.0;0.9510817356194122;0.9510817356194122;0.9553822144592029
3.75;0.9029276216703205;0.9029276216703205;0.9173410660959649
3.45;0.8693074106384527;0.8693074106384527;0.8810260198090506
3.0;0.9104265917380997;0.9104265917380997;0.9074283495183504
2.25;0.5279803129630206;0.5279803129630206;0.5814219677459506
3.25;0.7295024012751082;0.7295024012751082;0.7186226712305978
4.2;0.835266479652014;0.835266479652014;0.831206433057811
4.25;0.9670213832240037;0.9670213832240037;0.9599221496591068
4.4;0.9731420521250589;0.9727791963433167;0.9566810128758435
2.5;0.768105940838554;0.768105940838554;0.7315535392445396
1.75;0.718133431742794;0.718133431742794;0.7409914100823862
3.5;0.9068874695427231;0.9068874695427231;0.9131352790750799
3.5;0.8808065494131759;0.8808065494131759;0.8773645556412272
5.0;0.9563596273408006;0.9563596273408006;0.9254211322059237
3.95;0.9582443490519302;0.9579250323933763;0.9388662989768104
3.5;0.7556912424801383;0.7556912424801383;0.767431588300883
3.25;0.6096503375918725;0.6096503375918725;0.6152760440649448
4.5;0.7899687444297694;0.7899687444297694;0.7221918418604312
0.0;0.6223246941203167;0.6223246941203167;0.6502292199961391
3.1;0.856074287830459;0.856074287830459;0.8620936228761663
3.5;0.9350493009183705;0.9350493009183705;0.929786101790891
4.25;0.9644789116202436;0.9644789116202436;0.9675608995979693
2.75;0.5500266106659423;0.5275269747828857;0.5646122536504435
3.5;0.6745439741455909;0.6745439741455909;0.703386667301639
4.5;0.9171569189789343;0.9171569189789343;0.9498855638671002
3.5;0.9159386808626705;0.9159386808626705;0.9203989984656431
2.9;0.7950867874443585;0.7954489359986074;0.7832850002402305
3.0;0.9201451898295091;0.9201451898295091;0.8967978081238293
3.0;0.9107480195180699;0.9107480195180699;0.919813680575379
3.0;0.7342865596298572;0.7378112823562452;0.7277765153691814
4.0;0.5945756314108621;0.6294279329441073;0.6266913008135332
0.0;0.2763989562136183;0.2710133624199743;0.35794799709874026
3.75;0.8661055565055514;0.8639090347012188;0.8781264783514362
3.0;0.9706603507272243;0.9706603507272243;0.963637138663602
2.5;0.7950943621524975;0.7950943621524975;0.8135442889919482
3.5;0.9257014476680053;0.9257014476680053;0.9198038800346671
4.0;0.8306078795925862;0.8306078795925862;0.7950310869502308
4.5;0.7327148007281771;0.7327148007281771;0.7333161266057577
3.5;0.8937766382058778;0.8937766382058778;0.8531920141662114
2.5;0.7505824046390587;0.7505824046390587;0.7129974585963023
3.75;0.9400302043225711;0.9400302043225711;0.9375125814268285
3.5;0.7528028984751154;0.7528028984751154;0.7745137865567855
