Human;sent2vec Biosses2017StopWords;sent2vec nltk2018StopWords;sent2vec NoneStopWords
2.6666666666666665;0.6330338191428524;0.6313273963730132;0.6710886102825274
1.3333333333333333;0.3340097207520936;0.3567314681209452;0.3684831421522342
4.0;0.6112913330121998;0.6086246289117901;0.6176781861032871
2.6666666666666665;0.5242122882501439;0.5242122882501439;0.5039300786407691
2.6666666666666665;0.5483564727151368;0.540731667349644;0.5328323576690356
1.6666666666666667;0.4865185362528456;0.5000986299715391;0.5115266061109055
2.3333333333333335;0.49708956288092626;0.49708956288092626;0.42038506712817997
1.0;0.44261039944553654;0.44261039944553654;0.48768433311670445
1.6666666666666667;0.709437631069231;0.709437631069231;0.7094156881187839
3.0;0.34866095601416563;0.34866095601416563;0.3937714357912294
1.6666666666666667;0.4090453825509723;0.4090453825509723;0.511271220902552
1.3333333333333333;0.3464826464398031;0.3464826464398031;0.39722189152711557
1.3333333333333333;0.4979119002778037;0.4979119002778037;0.5440845187426319
1.0;0.43219896034847793;0.43219896034847793;0.3839022053428458
1.6666666666666667;0.5227858088491887;0.5227858088491887;0.488203494955649
2.3333333333333335;0.5183978605287767;0.5183978605287767;0.503360902281123
3.0;0.7242803609439328;0.7242803609439328;0.7461905178881062
2.3333333333333335;0.525549800124896;0.525549800124896;0.5142946123324851
3.0;0.5336796846572801;0.5336796846572801;0.5102113041233858
1.6666666666666667;0.5635913600801586;0.5635913600801586;0.6085878592198223
3.0;0.47357173658031354;0.47357173658031354;0.4836485730282221
2.6666666666666665;0.35385173318796875;0.35385173318796875;0.34894284368258777
1.6666666666666667;0.35011278036039495;0.35011278036039495;0.34381303842261796
3.0;0.6390874189430636;0.6511497369921749;0.5834185894130819
2.6666666666666665;0.7413176330703344;0.7413176330703344;0.7610153729036667
2.6666666666666665;0.7290719435465846;0.7290719435465846;0.7347617199256418
2.0;0.5400022955313967;0.5400022955313967;0.5633241623489933
2.0;0.3723318397015653;0.3723318397015653;0.41342853077624836
2.6666666666666665;0.7349902746865818;0.7349902746865818;0.7899877628742079
1.0;0.6522924614570709;0.6522924614570709;0.560002841084819
3.0;0.6119211662070082;0.6119211662070082;0.646923393344043
3.0;0.5428738413127947;0.5428738413127947;0.5437378983497796
1.0;0.41465856817114155;0.41465856817114155;0.4536713874158475
2.0;0.6085775938544971;0.6039028607910883;0.6024653071957462
2.0;0.68465826969765;0.7125017958235947;0.6785337677969755
0.0;0.30883074810147765;0.3324903271542968;0.2947924379875787
1.3333333333333333;0.4716702458761785;0.45920188176390436;0.48198502802731014
2.3333333333333335;0.4090210707346531;0.4090210707346531;0.41588929053940077
0.3333333333333333;0.5306603576854431;0.5306603576854431;0.4580010980495241
1.0;0.5234779096084461;0.5234779096084461;0.5168484107605893
3.0;0.6198935298739047;0.6198935298739047;0.6568506520965844
2.0;0.6041527003412741;0.6113467075308694;0.6062100316064964
1.0;0.5112095096571095;0.5112095096571095;0.47384603171840595
1.3333333333333333;0.49718566506302847;0.49718566506302847;0.4934365953989208
1.6666666666666667;0.5121289880183219;0.5054189711766603;0.47265017686862065
0.6666666666666666;0.5814629260755156;0.5814629260755156;0.5579833835272353
1.3333333333333333;0.7021884563395412;0.7021884563395412;0.7344990904690039
2.0;0.6822418205997945;0.6781354730045299;0.6949674038401624
2.0;0.6734479590179603;0.6734479590179603;0.6702782579916384
0.6666666666666666;0.3306315053794749;0.3306315053794749;0.38242754235472515
3.0;0.8265983392303269;0.8265983392303269;0.83311580893533
3.0;0.5977236365163814;0.5977236365163814;0.5833121343300975
1.3333333333333333;0.6325726706451282;0.6325726706451282;0.6256487178401304
2.0;0.7626043657341857;0.7626043657341857;0.7662422898461835
2.0;0.4857287398535832;0.4857287398535832;0.5089118793823864
1.0;0.24834556755610812;0.24834556755610812;0.3876059376586628
1.6666666666666667;0.6429279969972649;0.6466709373020608;0.6015878230904548
2.0;0.6111434278387053;0.6197141977316866;0.6475126440982869
0.3333333333333333;0.4868256701671654;0.4868256701671654;0.5004771517418126
2.3333333333333335;0.6740811355195168;0.6740811355195168;0.6632428632705154
2.0;0.4069256477371931;0.4069256477371931;0.36411473319995685
1.3333333333333333;0.5647588618126239;0.5975496574800911;0.622508267521677
2.6666666666666665;0.9829080519807968;0.9829080519807968;0.9838262659236218
1.0;0.471715551954583;0.471715551954583;0.5234114280562541
0.3333333333333333;0.43191921443747955;0.43191921443747955;0.43806185139192144
1.3333333333333333;0.6042507774195944;0.6042507774195944;0.6331891079164098
1.3333333333333333;0.5935568907869229;0.5935568907869229;0.6177605280849731
2.3333333333333335;0.5292641337171395;0.5292641337171395;0.48352002647022313
3.0;0.7805997957361255;0.7805997957361255;0.77911150351711
3.0;0.6955695632951878;0.6953400324822278;0.6943147241731764
3.0;0.7906125687521846;0.7906125687521846;0.7605236702418925
1.3333333333333333;0.48835292877373054;0.48835292877373054;0.5214057368057999
3.0;0.4786208154857185;0.4786208154857185;0.5355681388624874
1.3333333333333333;0.5227206652038869;0.5227206652038869;0.536553715635102
4.0;0.6693213508088329;0.6693213508088329;0.5899773346132248
2.6666666666666665;0.6338889619641525;0.6338889619641525;0.5361291708819037
0.3333333333333333;0.3078571496143718;0.3078571496143718;0.2734410686046501
0.0;0.21744098011316002;0.21744098011316002;0.37541919810807994
0.0;0.21701173836014606;0.21701173836014606;0.12558831582022872
0.0;0.27336967666994966;0.27336967666994966;0.28555505807715803
0.6666666666666666;0.4766938472202098;0.4766938472202098;0.4540667030019179
0.3333333333333333;0.494520545356679;0.4899388938684055;0.5368207562272
0.6666666666666666;0.47355568567563494;0.47355568567563494;0.4746643406051428
0.3333333333333333;0.304083816106606;0.2879226368413225;0.3323587348786991
0.3333333333333333;0.4952924722407465;0.48599221306827545;0.5333663641876398
0.0;0.23259165541313012;0.23259165541313012;0.24711085266902583
