Human;BioWordVec_extrinsic;BioWordVec_intrinsic;bioc_skipgram_defaultchar;bioc_skipgram_Defaultchar200dim_8ene;bioc_skipgram_Nonechar200dim;stanford_skipgram_nonechar200dim;stanf_skipgram_defaultchar200dim;BioNLP2016_PubMed-shuffle-win-2;BioNLP2016_PubMed-shuffle-win-30
3.5;0.9739679458707398;0.9789321118255077;0.9995208825194998;0.9994160959858541;0.9776747279270037;0.973441982395234;0.9996218089714087;0.9838990609265793;0.9784052601269378
2.5;0.9674037696867882;0.9652225109540175;0.9937278540193462;0.9965974242214717;0.9714586942501409;0.9261287357068926;0.9923842740284359;0.9618705804378685;0.960418734383024
3.45;0.9712397606082019;0.9743533714879772;0.9959626431765538;0.995964265607795;0.9778926527782172;0.9955232591535017;0.9956007445739946;0.9576881989559919;0.9607751311872922
4.0;0.989250218233061;0.9843390111714538;0.9958273371147888;0.9978862513015261;0.9877203069655567;0.9868468673017787;0.9953049175351452;0.9832715513674154;0.9800294232903817
3.0;0.9445321006125742;0.9392917180570716;0.9597585842392446;0.9580411359867675;0.9468195270278471;0.830427516848492;0.9592080748395282;0.8797388689799749;0.8859347602775347
2.0;0.9548581617886363;0.9451047855490533;0.9184386304518756;0.9442208493981747;0.9488121794025572;0.9420609437581289;0.9385997561355537;0.8569576692064703;0.8718936440508332
2.5;0.9704472102557731;0.968861255614227;0.986457342396743;0.9818139044459566;0.9759935704732152;0.9655475708710057;0.9842881030487138;0.9624570809195552;0.9608012978497866
3.0;0.940262244776243;0.9485839472618971;0.9952429514423021;0.9946119040877421;0.9530599201809421;0.9189192413855406;0.9902989305099681;0.9252613902760926;0.9271152784807692
0.0;0.8732778287960633;0.8802701216148544;0.9594170655872819;0.956833362937433;0.870735873651397;0.8552884564491872;0.957788590466811;0.6625064770083727;0.696795248548284
2.5;0.9449850197974444;0.9366031782757338;0.9912447516618226;0.9942223600004931;0.9443217553212416;0.9262784460133205;0.9898134475221386;0.870618630717522;0.8316437366045955
3.0;0.9689205272080607;0.9738891659058846;0.9973881158055269;0.9963523661832868;0.9753808797183262;0.9641073817307432;0.9974939536390033;0.9773900647096452;0.974786386932133
0.5;0.8702134224845361;0.9103239898093226;0.9383859657514501;0.9473821569169116;0.9024650672784849;0.8853701510782189;0.9386980060247869;0.7530834971797566;0.785354085839013
3.0;0.9664385573079607;0.958199944968178;0.992458397515111;0.9938855477021636;0.9698075912280085;0.9260738788177213;0.991319120239655;0.9372352112916844;0.9360448883777811
4.1;0.9772077019419094;0.9794115210621542;0.9955368828752623;0.9949923561612125;0.9611278061686576;0.9517637781438453;0.9961125579241334;0.9771126198792511;0.978839417239464
3.5;0.9749648373551062;0.9806097425659519;0.9514205517653203;0.9476727026324956;0.9805908675967597;0.9642032310519127;0.9484797185389966;0.9643640172353558;0.9711779788886922
4.0;0.9964888268200626;0.9945803402518367;0.9978826849136339;0.9997493906334657;0.9956613892954497;0.990917350050754;0.9985715215025848;0.9932283982834433;0.9935294960804701
2.5;0.9995278065336626;0.9995903012173495;0.99998856101744;0.9999948209649041;0.9998323713776811;0.9733394007768024;0.9999738567838343;0.9976659068944997;0.9986092881378493
4.0;0.9951851962546119;0.9927041646850103;0.9992679269528731;0.9995003617666924;0.9957071193533388;0.9938799677211352;0.9976894569342086;0.9937626040365398;0.9953516626197039
4.0;0.9781669450237586;0.9816012167341811;0.9947849755492095;0.9971189616941366;0.9741733905735066;0.9804664220598367;0.9968053729031456;0.984353301204594;0.9864306099056869
4.1;0.9673940707597669;0.9727637886741112;0.9954630643685403;0.9935821181468748;0.9604390159912687;0.9317681256792405;0.9956512875263207;0.9580542593311707;0.9629850782694279
4.0;0.9968738935620375;0.9938810410585528;0.9733119415187933;0.9730503532420937;0.9935414928136433;0.9999999999999997;0.9661810600955444;0.9620958459990603;0.9621838778793306
3.0;0.9726305222068178;0.9716670305600709;0.993552853425105;0.9952068741864047;0.9735935248264324;0.9690268976896684;0.9924660947318895;0.9808668326624976;0.9820499450831541
4.0;0.9707011386592185;0.9666402883720415;0.9931716662141022;0.9928952430887079;0.9788647404125236;0.9661531299013779;0.9866672857009205;0.9826649835065591;0.9840040247610554
