Human;BioWordVec_extrinsic;BioWordVec_intrinsic;bioc_skipgram_defaultchar;bioc_skipgram_Defaultchar200dim_8ene;bioc_skipgram_Nonechar200dim;stanford_skipgram_nonechar200dim;stanf_skipgram_defaultchar200dim;BioNLP2016_PubMed-shuffle-win-2;BioNLP2016_PubMed-shuffle-win-30
2.6666666666666665;0.9456882343394365;0.9663570439741613;0.9609743904708339;0.9656397164162583;0.9581047356180374;0.9584283751669062;0.9594583570186402;0.8758484188924923;0.8983179317933678
1.3333333333333333;0.8907498496168366;0.9400418144815126;0.9788546040619773;0.9815825711842385;0.9432822921029843;0.9402683472798373;0.9808963044991302;0.7790558788173535;0.7974171569746921
4.0;0.9545928085935764;0.9705734110929786;0.9792836235071021;0.97500462099989;0.9740093012640262;0.9785656999257968;0.9752993828228177;0.8744633079004617;0.9031481106494652
2.6666666666666665;0.9276914838595806;0.944959801989664;0.9308970562929723;0.9204327512880728;0.9451140162430325;0.9467656184996839;0.8950838218728743;0.8554682684438771;0.8856013610208798
2.6666666666666665;0.9531067866200259;0.9732540390746655;0.9322251294892941;0.9180352053168284;0.9730335849639299;0.964569318387312;0.8942073311667685;0.8528596292001073;0.8762642710230164
1.6666666666666667;0.8638733799107485;0.8714561164241953;0.9866179269564559;0.9899751509486094;0.844240990065998;0.8629005559329284;0.9827759300063331;0.7551172023251815;0.7233422686776365
2.3333333333333335;0.9216002961650533;0.9466315095991223;0.973975040632436;0.9709129331878005;0.9541866542968582;0.954043231647495;0.9695317551935118;0.8238568406850278;0.8686335444728861
1.0;0.8655029624570295;0.8839790752543139;0.902694607245006;0.8777627353249527;0.8858976016841603;0.8608405245627394;0.8579661160976533;0.777568493378046;0.8158682098094102
1.6666666666666667;0.941308756910727;0.949519202257522;0.9469179735388553;0.9309064873538728;0.9482887106087057;0.9433903783732496;0.9376138862265334;0.8551081693492764;0.8550081125935955
3.0;0.9364402411385457;0.9748343374234929;0.955672305714722;0.9405384099659778;0.9258427325871252;0.9349154772917502;0.946012983652255;0.8007436476328644;0.8202824646042599
1.6666666666666667;0.9133410662419648;0.9482456236542574;0.9744167902350745;0.9735263214227944;0.9062606986061311;0.9176763064612401;0.9779892345539994;0.7675448409872054;0.8156346328502471
1.3333333333333333;0.8815043131906837;0.8826939003753508;0.905971033397932;0.8827447573292976;0.8922026192121828;0.8911936502933485;0.862929532742505;0.740701717377467;0.7581216000279486
1.3333333333333333;0.8963605377807295;0.9105426153241232;0.9905504385875031;0.9892121753926141;0.9007884345800803;0.9070208924283728;0.9833848568153208;0.8305682518616284;0.7956169457893034
1.0;0.8649092420447915;0.9247824714798277;0.9533193412903253;0.943695439669388;0.9300579566928697;0.9176356426735534;0.9369687974423566;0.6133720902025411;0.6275286073856092
1.6666666666666667;0.7910478219370698;0.8255936457025319;0.9541369336021608;0.941354615299806;0.8160876502737339;0.8381517489957764;0.9260660099194552;0.7010743771401416;0.7137702591609406
2.3333333333333335;0.8612703523895642;0.8941832054623226;0.9635823181843957;0.9651827980081455;0.8920862558679374;0.9077855193058081;0.9565875000997829;0.7368104812124966;0.7303099382769709
3.0;0.937961161263949;0.9558525254484913;0.9770759355295576;0.9738191187929907;0.9464616723804149;0.9480574340862662;0.9745227405006163;0.8496986286699332;0.8268439441849297
2.3333333333333335;0.9079724985430426;0.9215386527217009;0.9764736740735541;0.9692227762719132;0.9029789184702142;0.9072873401165583;0.9710768439202956;0.820840295598793;0.8116460082629396
3.0;0.9257084772636072;0.9637602452952463;0.9705981639515152;0.957541252298635;0.9628185848950063;0.9615261969502946;0.9514149331675772;0.7700226427043438;0.8038426404211596
1.6666666666666667;0.9367550440473514;0.9620023713948301;0.9070124018737087;0.8927597872020596;0.9529014456282385;0.9571523562718093;0.9018183953566439;0.8115365635338294;0.8173282465022607
3.0;0.9232544305600974;0.9599529809808725;0.9869676554591269;0.9897017685540853;0.9380579072624469;0.9384957306054748;0.9849933093520613;0.8288533948211252;0.8306089349362002
2.6666666666666665;0.9285284045663504;0.9473293585602081;0.9087644506973683;0.9088608161367996;0.9229212485658844;0.9362619675130898;0.8616403611863617;0.7268315826880357;0.7227400459523441
1.6666666666666667;0.8932834828935451;0.9227048562172179;0.9159955412715621;0.9023494882819322;0.8945194034525973;0.9071229703895498;0.863307261831843;0.7431625612213391;0.7421904602219951
3.0;0.9393655705395019;0.9631887234988682;0.9250386805765005;0.909211078351655;0.9428627288823505;0.9477865844051532;0.8744839587103317;0.8737105326458978;0.8563282780189185
